ECNumber	PfamDomain	ConfidenceScore	Type	InInterPro
2.5.1.76	PF00291	0.0825002111	SILVER	No
1.1.1.197	PF00106	0.0824837833	GOLD	No
3.1.21.4	PF06044	0.0824463333	SILVER	No
5.1.2.2	PF02746	0.0824462222	SILVER	No
1.17.1.5	PF02738	0.0823378833	SILVER	No
1.13.11.62	PF03098	0.0823327222	SILVER	No
5.4.4.6	PF03098	0.0823327222	SILVER	No
2.3.1.86	PF01648	0.0823179111	GOLD	No
3.5.1.54	PF02785	0.0822868722	GOLD	No
1.3.1.92	PF00724	0.0822830556	SILVER	No
1.2.1.36	PF00171	0.0822767722	GOLD	No
5.3.1.24	PF00218	0.0822633378	SILVER	No
1.1.1.82	PF00056	0.0822117778	GOLD	No
1.1.1.51	PF00106	0.0821998611	SILVER	No
4.2.3.119	PF03936	0.0820911111	GOLD	No
4.2.3.81	PF03936	0.0820911111	GOLD	No
4.2.3.107	PF03936	0.0820911111	GOLD	No
3.1.21.4	PF09217	0.0820545556	SILVER	No
1.2.1.5	PF00171	0.0820358111	GOLD	No
3.4.22.42	PF00112	0.0819666278	SILVER	No
2.7.7.15	PF01467	0.0819653333	GOLD	No
3.4.24.53	PF01562	0.0819122222	SILVER	No
2.6.1.104	PF01041	0.0819106667	SILVER	No
1.2.3.14	PF03450	0.0818648444	SILVER	No
3.4.19.11	PF00246	0.0818632778	SILVER	No
2.4.1.45	PF00201	0.0818478333	GOLD	No
2.7.7.48	PF09401	0.0817982556	GOLD	No
1.2.3.14	PF00941	0.0817718778	SILVER	No
1.6.99.3	PF13192	0.0817022222	GOLD	No
2.3.1.233	PF02797	0.0816411667	SILVER	No
2.4.1.183	PF08323	0.0816223333	GOLD	No
3.4.21.25	PF00082	0.0816080056	SILVER	No
5.1.3.6	PF01370	0.0815145556	GOLD	No
1.1.1.40	PF01515	0.081495	GOLD	No
6.3.3.4	PF13537	0.0814779222	SILVER	No
2.1.1.125	PF13847	0.0814692667	GOLD	No
1.20.4.2	PF00043	0.08143385	GOLD	No
3.2.1.3	PF01055	0.0814220556	GOLD	No
2.7.7.48	PF08715	0.0813610389	GOLD	No
4.2.1.10	PF08501	0.0813344599	SILVER	No
3.6.4.12	PF00772	0.0812448333	GOLD	No
2.7.11.1	PF12398	0.0811853889	GOLD	Yes
1.1.3.37	PF01565	0.0811553	GOLD	No
5.4.1.3	PF02515	0.0810361111	SILVER	No
2.8.3.22	PF02515	0.0810361111	SILVER	No
3.1.1.53	PF06215	0.0810361111	SILVER	No
2.8.3.20	PF02515	0.0810361111	SILVER	No
6.1.1.15	PF09181	0.0810228667	SILVER	Yes
2.8.4.5	PF00919	0.0810094444	GOLD	No
3.5.2.5	PF09349	0.0809769333	SILVER	No
1.5.1.11	PF01210	0.0809726111	GOLD	No
2.7.7.48	PF08710	0.0809605667	GOLD	No
2.4.1.226	PF00535	0.0808612222	GOLD	No
1.1.1.168	PF00248	0.0808323889	GOLD	No
3.5.1.2	PF01740	0.0807963333	SILVER	No
6.3.2.17	PF02875	0.0807839267	SILVER	No
3.1.2.1	PF03061	0.0807479778	GOLD	No
2.7.1.25	PF14306	0.0806687222	GOLD	No
2.1.1.262	PF08241	0.0806083333	GOLD	No
1.11.1.22	PF00255	0.0806083333	GOLD	No
1.2.3.14	PF01799	0.0805861278	SILVER	No
1.14.13.93	PF00067	0.0805695556	GOLD	No
1.8.1.12	PF00070	0.08054235	GOLD	No
2.3.1.48	PF00170	0.080455535	SILVER	No
2.3.1.189	PF08445	0.0804455333	SILVER	No
3.6.1.15	PF11475	0.0803768333	GOLD	Yes
2.7.2.8	PF04768	0.0803636111	GOLD	No
6.3.4.16	PF02787	0.0803038167	GOLD	No
2.7.1.2	PF03727	0.0802687778	GOLD	No
2.7.7.31	PF01909	0.0801977222	GOLD	No
1.14.16.4	PF01335	0.0801877778	GOLD	No
2.3.1.221	PF00698	0.0801877778	SILVER	No
6.3.2.32	PF01478	0.0801877778	GOLD	No
2.7.11.12	PF10365	0.0801877778	GOLD	No
2.3.1.236	PF00698	0.0801877778	SILVER	No
2.6.1.88	PF01063	0.0801877778	GOLD	No
1.1.1.211	PF00725	0.0800972444	GOLD	No
4.2.3.16	PF03936	0.0800176667	GOLD	No
3.4.21.71	PF00089	0.0799871944	SILVER	No
1.13.11.77	PF00305	0.0799434444	SILVER	No
1.6.2.2	PF04969	0.0799105556	GOLD	No
2.1.1.111	PF08100	0.0799095556	SILVER	No
2.1.1.117	PF08100	0.0799095556	SILVER	No
1.1.1.211	PF02737	0.0799023278	GOLD	No
1.20.4.1	PF01451	0.0798800389	SILVER	No
3.5.2.19	PF00857	0.0798065722	SILVER	No
2.4.1.215	PF00201	0.0797987778	GOLD	No
2.7.1.2	PF00349	0.0797960556	GOLD	No
2.3.1.17	PF00583	0.07979045	GOLD	No
2.7.13.3	PF08446	0.0797118	GOLD	No
2.4.1.18	PF09210	0.0795695	GOLD	Yes
3.1.21.4	PF09126	0.0795590556	SILVER	No
1.2.4.4	PF02780	0.0795546111	GOLD	No
3.1.21.4	PF09491	0.0795198111	SILVER	No
3.6.3.7	PF00690	0.0793917278	GOLD	No
2.3.1.210	PF00984	0.079365	GOLD	No
2.3.1.210	PF03720	0.079365	GOLD	No
2.3.1.210	PF03721	0.079365	GOLD	No
1.14.11.39	PF13537	0.079365	GOLD	No
1.1.1.374	PF00984	0.079365	GOLD	No
1.1.1.374	PF03720	0.079365	GOLD	No
1.1.1.374	PF03721	0.079365	GOLD	No
3.1.1.93	PF12697	0.079365	GOLD	No
1.1.1.309	PF00465	0.079365	SILVER	No
1.2.3.3	PF00205	0.0793362778	SILVER	No
2.3.1.111	PF02801	0.0792974444	SILVER	No
4.3.1.25	PF00221	0.0792420611	SILVER	No
2.3.1.111	PF00109	0.0792078889	SILVER	No
4.2.3.44	PF01397	0.0791633333	GOLD	No
4.2.3.93	PF01397	0.0791633333	GOLD	No
4.2.3.87	PF01397	0.0791633333	GOLD	No
3.1.21.4	PF02923	0.0790448222	SILVER	No
2.7.11.26	PF00069	0.0789925611	GOLD	No
1.2.3.14	PF01315	0.0789459611	SILVER	No
1.2.7.10	PF01855	0.0789419444	SILVER	No
4.1.3.44	PF04055	0.0789402	GOLD	No
3.5.1.28	PF01471	0.0788383222	SILVER	No
3.5.1.107	PF00857	0.0788362111	SILVER	No
2.7.1.69	PF03612	0.0788109444	GOLD	Yes
2.7.1.69	PF07663	0.0786784444	GOLD	Yes
4.2.1.144	PF01041	0.0786771056	SILVER	No
3.6.3.48	PF00664	0.0786748278	GOLD	No
2.4.1.16	PF00173	0.0786570444	GOLD	No
1.1.1.57	PF08125	0.0786568889	SILVER	No
1.13.11.46	PF00903	0.0786319667	SILVER	No
1.4.1.13	PF10967	0.0785673333	GOLD	No
1.12.1.5	PF00374	0.0785672222	SILVER	No
3.6.1.3	PF13304	0.0785672222	SILVER	No
4.2.3.17	PF03936	0.0785657278	SILVER	No
3.4.22.2	PF00112	0.0785465	SILVER	No
2.7.7.7	PF11590	0.0785435722	GOLD	Yes
2.3.1.159	PF00195	0.07841845	SILVER	No
1.12.2.1	PF01058	0.0783451667	GOLD	No
1.1.1.57	PF01232	0.0783317222	SILVER	No
1.1.99.8	PF02315	0.0783281667	SILVER	No
2.4.1.142	PF13579	0.0782909444	GOLD	No
3.4.21.111	PF00082	0.0782465833	SILVER	No
1.1.3.17	PF00732	0.0782323333	SILVER	No
3.6.3.29	PF10649	0.0782178611	SILVER	No
2.3.1.159	PF02797	0.0781971222	SILVER	No
5.1.1.18	PF00291	0.0781915556	GOLD	No
1.3.3.5	PF07732	0.0781877778	SILVER	No
4.2.1.140	PF02746	0.0781777778	GOLD	No
4.2.3.43	PF00348	0.0781777778	GOLD	No
3.2.1.135	PF00128	0.0781759444	GOLD	No
2.1.1.191	PF04378	0.0781684567	GOLD	No
1.14.13.20	PF01494	0.0781678333	GOLD	No
3.6.4.12	PF04851	0.0781615778	GOLD	No
3.6.4.13	PF06478	0.0780709722	SILVER	Yes
1.1.1.335	PF02894	0.0780604889	SILVER	No
1.12.1.3	PF00037	0.07799215	GOLD	No
3.1.4.53	PF02112	0.0779844444	GOLD	No
3.4.19.12	PF08969	0.0779334222	SILVER	No
6.3.2.26	PF13193	0.0778725056	GOLD	No
5.1.3.3	PF13950	0.0778428539	SILVER	No
3.4.24.66	PF01400	0.0777933333	SILVER	No
3.4.21.27	PF00040	0.0777933333	GOLD	No
1.3.8.3	PF02771	0.0777426667	SILVER	No
1.1.1.189	PF00106	0.0777269111	GOLD	No
3.1.26.11	PF00753	0.0777193111	SILVER	No
2.5.1.112	PF01715	0.0776672222	SILVER	No
3.4.21.47	PF00089	0.0776246944	GOLD	No
3.8.1.2	PF00702	0.0776133697	SILVER	No
3.2.1.83	PF00722	0.0775936667	SILVER	No
2.7.7.48	PF00851	0.0775781222	SILVER	No
2.7.4.26	PF00696	0.0775637278	SILVER	No
3.1.1.72	PF00734	0.0775608667	GOLD	No
1.2.1.51	PF00667	0.0774345167	SILVER	No
1.2.5.1	PF00205	0.077394	SILVER	No
6.2.1.4	PF08442	0.0773429444	GOLD	No
3.6.1.15	PF12387	0.07734	GOLD	Yes
3.6.1.15	PF05550	0.07734	GOLD	Yes
3.6.1.15	PF11889	0.07734	GOLD	Yes
3.1.1.13	PF00135	0.0773110556	SILVER	No
3.5.2.6	PF03717	0.0773100518	SILVER	No
3.2.1.65	PF08244	0.0773051111	SILVER	No
1.3.99.32	PF00441	0.0772950778	SILVER	No
2.5.1.19	PF01202	0.0772635211	GOLD	No
3.5.1.28	PF12123	0.0772430611	SILVER	No
3.5.4.37	PF00035	0.0772301111	GOLD	No
1.14.13.142	PF00355	0.0772295056	GOLD	No
3.4.19.12	PF14560	0.0771595778	GOLD	No
2.7.7.6	PF06883	0.0771077722	GOLD	Yes
3.4.17.13	PF03711	0.0770951732	GOLD	No
3.4.17.13	PF01276	0.0770943833	GOLD	No
1.2.3.14	PF02738	0.0770737667	SILVER	No
2.7.13.3	PF00360	0.0770707389	GOLD	No
3.4.21.116	PF00595	0.0769649667	SILVER	No
4.2.3.25	PF03936	0.0768558333	GOLD	No
3.2.1.1	PF02903	0.0767907767	SILVER	No
2.7.1.33	PF01937	0.0767617222	GOLD	No
3.1.1.67	PF00135	0.0766738889	GOLD	No
2.3.1.121	PF01553	0.0766738889	GOLD	No
1.3.99.16	PF01799	0.0766458333	SILVER	No
3.2.1.22	PF11975	0.0766205	GOLD	No
3.1.21.4	PF09565	0.0766187667	SILVER	No
3.2.1.22	PF02056	0.0765839444	GOLD	No
1.7.3.1	PF00441	0.0765671111	SILVER	No
2.1.1.56	PF03341	0.0765446667	SILVER	No
3.2.1.103	PF00722	0.0765326111	SILVER	No
1.8.1.12	PF07992	0.0765183222	GOLD	No
3.4.23.41	PF00026	0.0765043889	GOLD	No
2.7.11.1	PF00139	0.0764739389	GOLD	No
2.3.1.165	PF02801	0.0764578333	SILVER	No
2.3.1.183	PF00583	0.0764267722	GOLD	No
1.2.7.4	PF03063	0.0763698333	SILVER	No
3.2.1.22	PF05345	0.076369	SILVER	No
2.1.1.180	PF02390	0.0763547778	GOLD	No
2.3.1.165	PF00109	0.0763465278	SILVER	No
1.1.1.255	PF08240	0.076339	GOLD	No
4.99.1.5	PF13816	0.0763301667	GOLD	No
3.1.21.4	PF02976	0.0763136556	SILVER	No
3.5.1.28	PF05382	0.0763073611	SILVER	No
1.3.8.2	PF01593	0.0762125556	GOLD	No
2.4.2.30	PF07647	0.0762117667	GOLD	No
3.4.22.28	PF13611	0.0761322222	GOLD	No
1.1.1.255	PF00107	0.0760665556	GOLD	No
3.4.21.64	PF00082	0.0760280222	SILVER	No
1.2.7.10	PF01558	0.075999	SILVER	No
2.7.10.2	PF10537	0.0759538889	GOLD	No
2.7.10.2	PF15613	0.0759538889	GOLD	No
2.7.10.2	PF11555	0.0759538889	GOLD	No
3.4.23.23	PF00026	0.0759352444	SILVER	No
3.6.4.12	PF03730	0.0759151561	SILVER	Yes
2.3.1.212	PF00195	0.0758832778	GOLD	No
3.4.21.43	PF00089	0.0758540611	SILVER	No
6.4.1.4	PF01039	0.0758408889	GOLD	No
3.2.1.39	PF00314	0.0758362222	SILVER	No
3.1.3.16	PF04181	0.0758361111	GOLD	Yes
2.5.1.3	PF10120	0.0757889333	GOLD	Yes
4.1.1.47	PF00205	0.0757626778	SILVER	No
1.3.1.38	PF08240	0.07575995	SILVER	No
1.3.99.12	PF02771	0.0757538833	SILVER	No
3.4.22.66	PF00767	0.0757333333	GOLD	No
1.14.13.15	PF00067	0.0757306722	GOLD	No
3.1.21.4	PF05315	0.0757305556	SILVER	No
1.2.1.51	PF00258	0.0757293389	GOLD	No
3.1.21.4	PF09015	0.0757286667	SILVER	No
3.4.19.12	PF12124	0.0756860889	GOLD	Yes
1.3.4.1	PF13183	0.0756016667	SILVER	No
1.14.15.3	PF02805	0.0756016667	GOLD	No
3.4.22.44	PF00271	0.0755956944	GOLD	No
5.1.1.11	PF00501	0.0755454444	GOLD	No
2.4.1.7	PF09244	0.0755257222	GOLD	No
3.2.1.155	PF00734	0.075521	SILVER	No
2.7.7.48	PF02122	0.0754907222	GOLD	No
5.1.3.18	PF01370	0.0754878444	GOLD	No
3.4.24.37	PF01432	0.0754594	SILVER	No
6.5.1.1	PF00533	0.07545135	GOLD	No
3.4.21.41	PF00089	0.0754291667	GOLD	No
1.16.1.8	PF00175	0.0753896944	GOLD	No
1.4.1.16	PF01113	0.0753702778	GOLD	No
3.2.1.108	PF00232	0.0752664611	GOLD	No
2.1.1.303	PF00891	0.0752503333	SILVER	No
1.8.1.9	PF00462	0.0752420944	SILVER	No
2.7.7.48	PF01577	0.0752322222	GOLD	No
1.3.99.28	PF01593	0.0751766111	GOLD	No
1.1.1.87	PF00180	0.0751689222	GOLD	No
1.6.99.3	PF00329	0.0751401517	GOLD	No
2.7.7.7	PF14792	0.0750241889	GOLD	No
1.13.11.18	PF00753	0.0750122222	GOLD	No
1.4.1.13	PF00301	0.0749981389	GOLD	No
3.1.1.24	PF12697	0.0749823944	SILVER	No
4.2.1.114	PF00694	0.0748947167	SILVER	No
3.2.1.65	PF00251	0.0748334444	SILVER	No
1.18.1.7	PF00111	0.0747269389	SILVER	No
4.2.1.83	PF02585	0.07471465	SILVER	No
3.6.4.12	PF06471	0.0746895556	GOLD	Yes
1.3.1.20	PF00248	0.0746842867	SILVER	No
4.1.1.87	PF02801	0.0746724833	SILVER	No
1.1.1.48	PF01408	0.0746700944	SILVER	No
3.4.13.18	PF01546	0.0746546667	SILVER	No
4.1.1.87	PF00109	0.0746092833	SILVER	No
3.2.1.35	PF07554	0.0745847222	SILVER	No
4.2.3.111	PF01397	0.0745836111	SILVER	No
2.1.1.309	PF08241	0.0745671111	SILVER	No
3.1.21.4	PF09518	0.0745544889	SILVER	No
1.5.3.7	PF01266	0.0745244111	GOLD	No
3.2.1.20	PF00128	0.0745102222	GOLD	No
1.14.13.88	PF00067	0.0744776667	GOLD	No
2.7.11.1	PF00454	0.0744228389	GOLD	No
3.4.22.30	PF08246	0.0743704444	SILVER	No
2.3.1.212	PF02797	0.0743556667	GOLD	No
2.7.13.3	PF09308	0.0743311261	GOLD	Yes
3.6.1.15	PF01728	0.0742997111	GOLD	No
5.5.1.8	PF01397	0.0742962778	SILVER	No
6.3.1.11	PF00120	0.0742837778	SILVER	No
2.7.13.3	PF07536	0.07426425	GOLD	Yes
3.6.4.12	PF08785	0.0742635	GOLD	No
3.2.1.62	PF00232	0.0742594222	SILVER	No
2.1.1.291	PF08100	0.0742394444	SILVER	No
2.1.1.279	PF08100	0.0742394444	SILVER	No
2.1.1.241	PF08100	0.0742394444	SILVER	No
2.1.1.240	PF08100	0.0742394444	SILVER	No
2.3.1.39	PF09009	0.0742394444	GOLD	No
2.3.1.39	PF09102	0.0742394444	GOLD	No
2.3.1.39	PF09101	0.0742394444	GOLD	No
2.1.1.169	PF08100	0.0742394444	SILVER	No
4.99.1.6	PF03822	0.0742394444	GOLD	No
1.8.2.2	PF13442	0.0742394444	SILVER	No
2.1.1.88	PF08100	0.0742394444	SILVER	No
2.1.1.89	PF08100	0.0742394444	SILVER	No
1.1.1.373	PF01762	0.0742394444	GOLD	No
3.1.1.94	PF07859	0.0742394444	SILVER	No
2.1.1.94	PF08100	0.0742394444	SILVER	No
1.2.5.2	PF02738	0.0742394444	SILVER	No
2.1.1.232	PF08100	0.0742394444	SILVER	No
2.1.1.231	PF08100	0.0742394444	SILVER	No
2.1.1.129	PF08100	0.0742394444	SILVER	No
2.1.1.118	PF08100	0.0742394444	SILVER	No
2.1.1.144	PF08241	0.0742108111	GOLD	No
6.1.1.6	PF13619	0.07417835	GOLD	No
3.6.4.12	PF09382	0.0741759444	GOLD	Yes
1.1.5.9	PF00732	0.0741503611	GOLD	No
2.7.7.49	PF03539	0.0741474556	SILVER	Yes
2.7.7.49	PF02228	0.0741474556	SILVER	No
1.3.1.96	PF00494	0.0741460278	SILVER	No
2.7.7.33	PF00483	0.0740681156	SILVER	No
1.5.8.3	PF08669	0.0740261111	GOLD	No
1.14.13.114	PF01494	0.0740247778	GOLD	No
1.5.1.39	PF03358	0.0739938333	GOLD	No
3.4.11.5	PF00883	0.073966	GOLD	No
3.1.1.3	PF00135	0.0739643444	GOLD	No
3.1.21.4	PF09561	0.0739450556	SILVER	No
4.1.2.49	PF01212	0.0739296111	SILVER	No
1.5.1.20	PF12225	0.0739205556	GOLD	No
1.7.99.1	PF13442	0.0738752778	GOLD	No
1.1.3.15	PF01266	0.0738527556	SILVER	No
2.4.1.271	PF00201	0.0738011111	GOLD	No
3.4.19.12	PF11501	0.0737919222	SILVER	Yes
3.4.19.12	PF12379	0.0737919222	SILVER	Yes
3.1.21.4	PF09195	0.0737732833	SILVER	No
1.14.12.15	PF00866	0.0737646889	SILVER	No
5.3.1.6	PF04198	0.0737622583	SILVER	No
5.2.1.8	PF00076	0.0737388278	SILVER	No
1.2.1.24	PF00171	0.0737232	GOLD	No
1.2.1.9	PF00171	0.0737118333	GOLD	No
2.6.1.90	PF01041	0.0737022778	SILVER	No
2.7.13.3	PF08448	0.0736761111	GOLD	No
3.4.21.46	PF00089	0.0736679278	SILVER	No
3.1.1.56	PF00135	0.0736122778	GOLD	No
1.5.8.3	PF01571	0.0735931111	GOLD	No
1.14.13.49	PF13188	0.073585	SILVER	No
4.1.2.55	PF00875	0.073585	GOLD	No
1.8.4.9	PF01507	0.0735775333	GOLD	No
3.4.22.6	PF08246	0.07357	SILVER	No
1.3.1.56	PF00106	0.0735689667	GOLD	No
2.7.1.130	PF03966	0.0735586667	GOLD	No
3.4.21.42	PF00089	0.0735485278	SILVER	No
1.1.1.371	PF01408	0.073545	SILVER	No
2.7.11.25	PF00564	0.0735067111	GOLD	No
4.2.3.21	PF03936	0.0734244444	GOLD	No
4.2.3.44	PF03936	0.0734244444	GOLD	No
4.2.3.93	PF03936	0.0734244444	GOLD	No
4.2.3.87	PF03936	0.0734244444	GOLD	No
3.6.4.12	PF00270	0.0734191	GOLD	No
1.15.1.1	PF09055	0.0733511667	GOLD	No
1.3.1.95	PF02771	0.0733322833	SILVER	No
1.1.1.215	PF00389	0.0733039444	GOLD	No
2.7.7.7	PF12169	0.0732792778	GOLD	No
3.1.21.4	PF11407	0.0732527667	SILVER	No
2.1.1.164	PF08241	0.0732501389	SILVER	No
3.1.21.4	PF09556	0.0732176667	SILVER	No
3.4.22.45	PF00915	0.0730883333	GOLD	No
1.1.5.3	PF13499	0.0730701678	SILVER	No
6.4.1.4	PF00289	0.0729845556	GOLD	No
3.4.11.6	PF04389	0.0729725	SILVER	No
3.2.1.96	PF05036	0.0729617778	SILVER	No
2.4.1.305	PF03808	0.0729477778	GOLD	No
3.6.1.13	PF00520	0.0729477778	GOLD	No
2.1.1.284	PF13847	0.0729477778	SILVER	No
1.1.1.333	PF04030	0.0729477778	GOLD	No
6.4.1.4	PF02786	0.0729404444	GOLD	No
3.1.11.3	PF01367	0.0729278144	SILVER	No
3.6.4.12	PF06460	0.07291935	GOLD	Yes
2.1.1.65	PF00891	0.0729115	SILVER	No
2.1.1.154	PF00891	0.0729115	SILVER	No
3.1.3.29	PF13419	0.0728941222	GOLD	No
2.7.7.65	PF05231	0.0727944611	SILVER	No
2.7.10.2	PF00373	0.0727773783	SILVER	No
1.1.5.9	PF05199	0.0726589556	GOLD	No
3.4.22.45	PF03510	0.0726355556	GOLD	No
2.7.11.18	PF07679	0.0726212389	SILVER	No
3.4.11.6	PF01433	0.0725970944	GOLD	No
1.8.5.1	PF00043	0.0725438967	SILVER	No
2.1.1.37	PF13411	0.0725339033	SILVER	No
4.2.3.4	PF08501	0.0724972667	GOLD	No
4.2.1.18	PF00378	0.0724552	GOLD	No
2.1.1.271	PF00590	0.0724285333	GOLD	No
3.6.1.16	PF00149	0.0723631111	GOLD	No
2.5.1.103	PF00494	0.0723272222	SILVER	No
1.3.1.97	PF00494	0.0723272222	SILVER	No
2.3.1.221	PF02801	0.0723272222	SILVER	No
2.3.1.221	PF00109	0.0723272222	SILVER	No
1.1.1.365	PF00248	0.0723272222	GOLD	No
2.3.1.236	PF02801	0.0723272222	SILVER	No
2.3.1.236	PF00109	0.0723272222	SILVER	No
1.1.1.156	PF00248	0.0723272222	GOLD	No
5.1.1.13	PF00668	0.0723242222	SILVER	No
3.4.22.66	PF01577	0.0722888889	GOLD	No
2.1.1.43	PF00385	0.0722749722	SILVER	No
4.6.1.1	PF13458	0.0722493889	SILVER	No
3.1.3.2	PF04185	0.0722043889	GOLD	No
1.1.3.17	PF05199	0.0722036667	SILVER	No
2.1.3.9	PF00185	0.0721133889	GOLD	No
2.7.3.5	PF00217	0.0721043889	SILVER	No
3.2.1.4	PF02013	0.0720962889	GOLD	No
2.1.3.9	PF02729	0.0720950556	GOLD	No
2.1.1.226	PF01728	0.0720467222	SILVER	No
3.4.22.44	PF00270	0.0720086611	GOLD	No
1.1.3.10	PF00732	0.0719792111	GOLD	No
2.3.1.225	PF07653	0.0719625556	GOLD	No
4.2.3.114	PF01397	0.0719201111	GOLD	No
1.4.3.10	PF01593	0.0717828889	SILVER	No
1.1.1.81	PF13660	0.0717740556	SILVER	No
2.7.10.1	PF10430	0.0717737333	SILVER	Yes
1.2.4.4	PF02779	0.0717682778	GOLD	No
1.14.12.14	PF00848	0.0717216667	SILVER	No
3.5.4.40	PF00962	0.0717216667	GOLD	No
4.1.2.55	PF03441	0.0717216667	GOLD	No
2.7.11.12	PF01364	0.0717216667	GOLD	No
2.7.11.12	PF03785	0.0717216667	GOLD	No
3.4.23.52	PF01381	0.0717216667	GOLD	No
1.1.1.81	PF05161	0.0717209444	SILVER	No
4.1.1.97	PF01014	0.0717108889	GOLD	No
1.1.99.33	PF04879	0.0716989556	SILVER	No
3.1.21.4	PF11487	0.071676	SILVER	No
2.1.1.247	PF01208	0.0716601667	GOLD	No
3.6.1.53	PF00149	0.0716328889	SILVER	No
1.3.99.34	PF04820	0.0716113333	GOLD	No
2.1.1.131	PF00590	0.0715530556	GOLD	No
5.5.1.2	PF00206	0.0715484833	SILVER	No
1.14.15.3	PF00067	0.0714968222	SILVER	No
1.3.8.3	PF00441	0.0714792222	SILVER	No
3.4.21.38	PF00089	0.0714646667	SILVER	No
3.2.1.4	PF03442	0.0714574	SILVER	No
3.4.22.31	PF08246	0.0714202278	SILVER	No
1.1.1.100	PF08659	0.0713912	GOLD	No
1.6.5.4	PF00070	0.0713777833	GOLD	No
2.7.11.1	PF12063	0.0712814278	GOLD	Yes
3.1.3.16	PF05706	0.0712557667	SILVER	Yes
3.6.1.1	PF13419	0.0711978944	GOLD	No
2.1.1.72	PF05869	0.0711688889	SILVER	No
3.2.1.81	PF00722	0.0711367167	SILVER	No
1.3.8.11	PF02771	0.0711316667	SILVER	No
1.3.8.10	PF02771	0.0711316667	SILVER	No
2.5.1.66	PF00205	0.0710852556	SILVER	No
5.1.1.20	PF01188	0.0710666667	GOLD	No
2.1.1.116	PF00891	0.0710570556	SILVER	No
1.18.1.6	PF07992	0.0710568556	GOLD	No
2.7.8.34	PF12804	0.0710524444	GOLD	No
2.7.7.7	PF00808	0.0710185111	GOLD	No
2.7.7.6	PF03604	0.0710085667	GOLD	No
1.11.1.13	PF00141	0.0709889167	GOLD	No
3.6.4.13	PF01707	0.07097565	SILVER	Yes
3.1.3.48	PF08766	0.0709662444	GOLD	No
1.1.1.329	PF08240	0.0708988444	SILVER	No
3.4.21.48	PF00082	0.0708893889	SILVER	No
3.4.22.35	PF08246	0.0708777444	SILVER	No
3.4.22.51	PF08246	0.0708777444	SILVER	No
3.4.22.44	PF00910	0.0708416667	GOLD	No
6.3.4.12	PF00120	0.0708400556	GOLD	No
2.5.1.20	PF01255	0.0708392778	SILVER	No
3.1.1.3	PF03893	0.0707796611	SILVER	No
2.7.11.1	PF02259	0.07077765	GOLD	No
3.4.21.102	PF01471	0.0707448333	SILVER	No
3.4.23.40	PF00026	0.0707016611	SILVER	No
4.2.3.19	PF01397	0.0706421667	GOLD	No
3.2.1.68	PF00128	0.0706402889	GOLD	No
3.1.3.16	PF00581	0.0706381317	SILVER	No
3.5.3.3	PF00557	0.0706263889	GOLD	No
1.1.1.24	PF08501	0.0706023889	GOLD	No
3.1.2.14	PF00550	0.0705796278	SILVER	No
1.7.99.4	PF02613	0.0705638333	SILVER	No
6.3.2.32	PF14528	0.0705555556	GOLD	No
2.1.1.189	PF03848	0.0705555556	GOLD	No
3.6.4.13	PF12300	0.0705194778	GOLD	Yes
1.1.1.329	PF00107	0.0705147333	SILVER	No
5.4.3.4	PF02310	0.07051045	SILVER	No
1.5.1.3	PF00303	0.0705095392	GOLD	No
6.3.4.6	PF00289	0.0704982778	SILVER	No
3.5.1.54	PF01425	0.070436	GOLD	No
1.16.1.3	PF00970	0.0704359778	SILVER	No
2.3.3.15	PF02775	0.0704025	GOLD	No
6.3.4.16	PF02786	0.0703586444	GOLD	No
3.6.1.56	PF00293	0.0702636278	SILVER	No
1.1.1.141	PF00106	0.0702496611	SILVER	No
2.1.1.214	PF01170	0.0702438222	SILVER	No
2.1.1.256	PF01170	0.0702438222	SILVER	No
2.7.11.11	PF00069	0.07021265	GOLD	No
1.1.1.12	PF08240	0.0701272389	SILVER	No
6.3.4.6	PF02786	0.07012	SILVER	No
2.3.3.15	PF02776	0.0700885	GOLD	No
2.5.1.15	PF02152	0.0700792194	SILVER	No
2.7.1.69	PF03610	0.0700768889	SILVER	No
1.3.99.32	PF02770	0.0700765611	SILVER	No
2.4.1.7	PF00128	0.0700443333	GOLD	No
6.3.4.16	PF00289	0.0700112111	GOLD	No
2.4.1.134	PF14833	0.0699933333	GOLD	No
3.5.1.113	PF02585	0.0699933333	SILVER	No
2.7.1.48	PF01928	0.0699813722	SILVER	No
4.2.1.40	PF02746	0.069978595	SILVER	No
3.6.1.67	PF00293	0.0699743889	GOLD	No
1.1.1.211	PF00378	0.0699685278	GOLD	No
5.1.1.11	PF00975	0.0698663333	SILVER	No
3.2.1.96	PF00704	0.0698610389	GOLD	No
2.1.1.43	PF01352	0.0698028944	GOLD	No
3.1.4.12	PF00149	0.0697804611	GOLD	No
1.1.1.304	PF00106	0.0697465167	GOLD	No
3.4.21.69	PF00008	0.0697398	GOLD	No
4.1.1.7	PF02776	0.06971	SILVER	No
4.1.2.11	PF00450	0.0696558778	SILVER	No
2.1.1.156	PF08241	0.0696155	SILVER	No
3.6.1.3	PF00004	0.0696042778	GOLD	No
3.3.2.10	PF06441	0.0695857778	SILVER	No
1.5.8.4	PF01266	0.0695764444	GOLD	No
3.1.21.4	PF09545	0.0695679111	SILVER	No
3.1.21.4	PF09499	0.0695679111	SILVER	No
