ec	rxn
3.1.3.6	R01877
3.1.4.16	R01877
3.5.4.5	R01878
1.14.11.3	R01879
2.7.1.48	R01880
2.7.3.2	R01881
3.9.1.1	R01882
2.1.1.2	R01883
3.5.2.10	R01884
3.6.1.21	R01885
3.2.2.19	R01886
3.5.5.1	R01887
2.7.1.95	R01888
2.3.1.82	R01889
2.7.7.15	R01890
2.7.8.3	R01891
1.1.2.2	R01892
1.1.1.56	R01895
1.1.1.9	R01896
1.1.1.14	R01896
5.3.1.15	R01898
1.1.1.42	R01899
4.2.1.3	R01900
4.2.1.99	R01900
2.7.1.53	R01901
2.7.1.5	R01902
1.1.1.12	R01903
1.1.1.10	R01904
4.1.1.34	R01905
5.3.1.14	R01906
4.1.1.8	R01908
2.7.1.35	R01909
1.1.99.9	R01910
3.1.3.74	R01911
2.4.1.160	R01912
1.5.3.14	R01914
1.5.3.16	R01914
1.5.99.6	R01914
1.5.99.6	R01915
3.5.1.78	R01917
6.3.1.8	R01917
6.3.1.9	R01917
3.5.1.78	R01918
6.3.1.8	R01918
6.3.1.9	R01918
2.5.1.44	R01919
2.5.1.45	R01919
2.5.1.16	R01920
1.1.1.254	R01921
3.5.1.73	R01922
2.3.1.21	R01923
3.1.1.28	R01924
2.7.1.91	R01926
2.4.1.23	R01928
2.7.8.10	R01929
3.12.1.1	R01930
2.8.1.1	R01931
2.8.1.2	R01931
1.1.1.172	R01932
1.2.4.2	R01933
1.8.1.4	R01933
2.3.1.61	R01933
1.1.1.87	R01934
1.1.1.286	R01934
1.1.1.87	R01936
1.1.1.286	R01936
2.6.1.5	R01939
2.6.1.7	R01939
2.6.1.27	R01939
2.6.1.39	R01939
2.6.1.57	R01939
1.2.4.2	R01940
1.2.1.44	R01941
2.1.1.104	R01942
6.2.1.12	R01943
2.3.1.138	R01944
2.3.1.99	R01945
2.3.1.133	R01945
2.3.1.126	R01946
2.7.7.30	R01951
2.3.1.96	R01952
6.3.4.5	R01954
2.6.1.7	R01956
2.6.1.39	R01956
2.6.1.64	R01956
4.4.1.13	R01956
2.6.1.63	R01957
3.5.1.9	R01959
1.14.13.9	R01960
2.7.1.1	R01961
2.7.1.8	R01961
3.10.1.1	R01963
2.7.1.1	R01964
2.7.1.1	R01965
3.2.1.165	R01966
2.7.1.113	R01967
3.1.3.5	R01968
3.1.3.6	R01968
3.1.3.89	R01968
3.1.4.16	R01968
3.6.1.45	R01968
2.4.2.1	R01969
2.4.2.4	R01969
1.1.1.110	R01971
2.1.1.47	R01972
2.1.1.47	R01973
4.1.1.43	R01974
4.1.1.74	R01974
1.1.1.35	R01975
1.1.1.211	R01975
4.2.1.17	R01975
5.1.2.3	R01975
5.3.3.8	R01975
1.1.1.157	R01976
1.1.1.36	R01977
2.3.3.10	R01978
2.7.1.44	R01980
3.2.1.15	R01982
3.2.1.67	R01982
5.3.1.12	R01983
3.1.1.19	R01984
1.2.1.3	R01986
1.2.1.8	R01986
1.2.1.31	R01986
1.2.1.47	R01986
3.5.1.63	R01987
2.1.4.1	R01989
3.5.3.7	R01990
6.3.2.11	R01991
3.4.13.18	R01992
3.4.13.20	R01992
2.1.3.2	R01993
3.5.2.3	R01993
6.3.5.5	R01993
2.4.1.58	R01994
2.4.1.73	R01995
2.4.1.56	R01996
2.4.1.44	R01997
1.1.1.192	R01998
2.3.1.20	R01999
2.3.1.75	R01999
1.18.1.1	R02000
1.18.1.3	R02000
1.18.1.4	R02000
1.18.1.4	R02002
2.5.1.1	R02003
2.5.1.10	R02003
2.5.1.29	R02003
4.2.3.10	R02004
4.2.3.11	R02006
5.5.1.8	R02007
4.2.3.15	R02009
4.2.3.113	R02010
4.2.3.16	R02013
1.17.4.2	R02014
1.8.1.9	R02016
1.17.4.1	R02017
1.17.4.1	R02018
1.17.4.1	R02019
1.17.4.2	R02020
1.8.4.8	R02021
1.17.4.2	R02022
1.17.4.2	R02023
1.17.4.1	R02024
1.8.4.13	R02025
1.8.4.14	R02025
3.1.4.3	R02027
3.1.3.4	R02029
3.1.3.27	R02029
3.1.3.81	R02029
3.6.1.27	R02029
1.1.1.43	R02032
1.1.1.43	R02034
1.1.1.47	R02035
3.1.1.31	R02035
4.2.1.12	R02036
2.1.1.103	R02037
2.7.7.14	R02038
1.2.1.48	R02039
3.5.1.55	R02040
3.5.1.60	R02041
3.1.1.50	R02042
1.1.1.31	R02047
2.6.1.40	R02050
3.1.4.4	R02051
3.1.4.3	R02052
2.3.1.51	R02053
3.1.1.3	R02053
3.1.1.4	R02053
3.1.1.5	R02053
3.1.1.13	R02053
3.1.1.32	R02053
3.1.1.4	R02054
3.1.1.32	R02054
4.1.1.65	R02055
2.1.1.17	R02056
2.1.1.71	R02056
2.7.8.1	R02057
2.7.8.2	R02057
2.3.1.4	R02058
3.5.1.25	R02059
5.4.2.10	R02060
2.5.1.1	R02061
2.5.1.10	R02061
2.5.1.29	R02061
1.3.1.83	R02063
4.2.3.8	R02064
2.5.1.32	R02065
2.5.1.99	R02065
5.5.1.19	R02065
5.5.1.13	R02068
2.7.1.56	R02071
2.7.1.90	R02073
1.13.11.29	R02075
1.13.11.30	R02076
2.6.1.49	R02077
1.10.3.1	R02078
1.14.18.1	R02078
4.1.1.25	R02080
4.1.1.28	R02080
1.1.1.88	R02081
1.1.1.34	R02082
3.1.2.5	R02083
2.8.3.13	R02084
4.2.1.18	R02085
2.7.1.60	R02087
5.1.3.9	R02087
3.1.3.5	R02088
3.1.3.6	R02088
3.1.3.89	R02088
3.1.4.16	R02088
3.6.1.45	R02088
2.7.1.74	R02089
2.7.1.76	R02089
2.7.4.8	R02090
2.7.4.12	R02090
2.7.1.48	R02091
3.6.1.5	R02092
2.7.4.3	R02093
2.7.4.6	R02093
2.7.4.9	R02094
2.7.4.12	R02094
3.6.1.5	R02095
3.6.1.39	R02095
2.7.1.48	R02096
2.7.1.48	R02097
2.7.4.4	R02098
2.7.4.9	R02098
2.7.1.21	R02099
3.6.1.19	R02100
3.6.1.23	R02100
3.6.1.66	R02100
1.5.1.3	R02101
2.1.1.45	R02101
3.1.3.5	R02102
3.1.3.6	R02102
3.1.3.89	R02102
3.1.4.16	R02102
3.6.1.45	R02102
1.17.1.4	R02103
1.17.3.2	R02103
1.7.3.3	R02106
4.1.1.97	R02106
1.17.1.4	R02107
1.17.3.2	R02107
3.2.1.1	R02108
5.4.99.16	R02108
2.4.1.25	R02109
3.2.1.33	R02109
2.4.1.18	R02110
2.4.1.1	R02111
2.4.1.11	R02111
3.2.1.2	R02112
2.4.1.173	R02113
2.3.1.43	R02114
3.1.1.13	R02115
2.4.1.203	R02118
2.4.2.40	R02119
2.4.1.5	R02120
2.4.1.125	R02120
2.4.1.2	R02121
2.8.2.8	R02122
1.2.1.36	R02123
1.1.1.1	R02124
1.1.1.62	R02124
1.1.1.105	R02124
1.1.1.239	R02124
1.1.1.284	R02124
1.2.3.1	R02125
1.14.99.10	R02130
1.6.2.4	R02131
1.14.99.9	R02131
1.1.3.23	R02132
3.5.99.2	R02133
2.7.1.89	R02134
2.7.1.122	R02136
3.2.2.8	R02137
2.3.1.123	R02138
3.5.2.1	R02139
2.4.2.8	R02142
2.4.2.22	R02142
6.3.4.19	R02142
3.2.2.1	R02143
2.1.1.22	R02144
3.5.4.15	R02145
2.4.2.1	R02147
2.4.2.15	R02147
3.1.3.5	R02148
3.1.3.6	R02148
3.1.4.16	R02148
1.4.3.22	R02150
2.1.1.8	R02155
1.13.11.24	R02156
2.1.1.76	R02157
2.4.1.91	R02158
2.8.2.25	R02159
1.14.11.23	R02160
1.10.2.2	R02161
1.6.5.3	R02163
1.6.5.8	R02163
1.6.5.9	R02163
1.3.5.1	R02164
1.3.5.4	R02164
1.7.99.4	R02165
1.6.5.3	R02166
3.1.3.22	R02167
2.4.1.36	R02168
3.5.1.11	R02170
3.2.2.10	R02171
3.2.2.8	R02172
1.4.3.4	R02173
1.4.3.22	R02173
2.1.1.49	R02174
2.1.1.96	R02174
2.1.1.64	R02175
2.1.1.114	R02175
1.1.1.207	R02177
1.14.13.46	R02178
2.4.1.127	R02179
2.8.2.5	R02180
2.8.2.17	R02181
3.5.1.83	R02182
2.4.1.41	R02183
2.7.4.1	R02184
2.7.1.63	R02185
2.7.4.20	R02186
2.7.1.63	R02187
2.7.4.17	R02188
2.7.1.63	R02189
3.5.1.77	R02190
2.3.1.36	R02191
3.5.1.81	R02192
1.2.1.44	R02193
6.2.1.12	R02194
2.3.1.99	R02195
1.4.1.9	R02196
1.4.3.2	R02197
2.6.1.42	R02199
2.6.1.32	R02200
1.5.1.1	R02201
1.5.1.21	R02201
1.5.1.1	R02203
1.5.1.21	R02203
1.5.3.1	R02204
1.5.3.7	R02204
1.5.99.3	R02205
1.5.99.3	R02206
1.1.1.149	R02207
1.3.1.22	R02208
1.3.1.94	R02208
1.1.1.149	R02209
1.14.13.54	R02210
1.14.99.9	R02211
4.1.2.30	R02211
1.14.99.4	R02212
1.14.99.10	R02213
1.14.99.14	R02214
1.3.1.3	R02215
1.3.99.6	R02215
1.1.1.145	R02216
5.3.3.1	R02216
1.14.15.4	R02218
1.14.15.5	R02218
1.3.1.3	R02219
1.3.99.6	R02219
1.2.1.44	R02220
6.2.1.12	R02221
1.14.19.1	R02222
2.3.1.119	R02223
2.3.1.119	R02224
2.7.1.72	R02225
2.7.7.47	R02226
2.7.1.87	R02227
3.1.3.39	R02228
1.1.1.90	R02229
1.1.1.245	R02229
1.14.13.22	R02231
4.1.3.35	R02232
1.4.3.12	R02233
1.3.99.14	R02234
1.5.1.3	R02235
2.1.1.45	R02235
1.5.1.3	R02236
2.1.1.45	R02236
6.3.2.12	R02237
6.3.2.17	R02237
6.3.4.17	R02238
3.1.3.4	R02239
3.1.3.81	R02239
2.7.1.107	R02240
2.3.1.23	R02241
2.3.1.51	R02241
3.1.1.3	R02241
3.1.1.4	R02241
3.1.1.13	R02241
2.3.1.52	R02242
4.1.1.6	R02243
5.3.3.7	R02244
2.7.1.36	R02245
1.1.1.32	R02246
1.1.1.33	R02247
3.1.3.32	R02248
3.1.3.33	R02249
2.3.1.51	R02250
3.1.1.3	R02250
3.1.1.4	R02250
3.1.1.13	R02250
2.3.1.20	R02251
2.3.1.22	R02251
2.3.1.75	R02251
2.3.1.76	R02251
2.3.1.122	R02251
1.3.1.31	R02252
1.14.13.11	R02253
1.14.13.14	R02254
6.2.1.12	R02255
2.4.1.177	R02256
1.1.1.77	R02257
1.1.1.77	R02258
1.1.1.55	R02259
1.1.1.283	R02260
1.2.1.49	R02260
4.1.2.53	R02261
4.1.2.17	R02262
4.1.2.19	R02263
5.3.99.3	R02265
5.3.99.2	R02266
5.3.99.4	R02267
5.3.99.5	R02268
3.5.2.2	R02269
2.6.1.43	R02271
5.4.3.8	R02272
3.5.1.30	R02273
2.6.1.19	R02274
2.6.1.48	R02274
3.5.1.63	R02276
1.1.3.18	R02277
4.2.1.43	R02278
4.2.1.41	R02279
3.5.4.22	R02280
1.14.15.3	R02281
2.3.1.1	R02282
2.3.1.35	R02282
2.6.1.11	R02283
2.6.1.17	R02283
3.5.2.4	R02284
3.5.3.8	R02285
3.5.3.13	R02286
2.1.2.5	R02287
4.3.1.4	R02287
3.5.2.7	R02288
2.1.1.258	R02289
1.2.1.11	R02291
2.6.1.46	R02293
2.4.2.1	R02294
2.4.2.1	R02295
2.4.2.2	R02296
2.4.2.1	R02297
2.4.2.2	R02298
2.1.2.10	R02300
6.3.3.2	R02301
2.1.2.5	R02302
4.3.1.4	R02302
2.7.4.18	R02303
4.2.3.7	R02305
4.2.3.6	R02306
4.2.3.9	R02307
4.2.3.13	R02311
1.5.1.8	R02313
1.5.1.9	R02313
1.5.1.10	R02315
1.4.1.18	R02317
5.1.2.6	R02318
3.6.1.5	R02319
3.6.1.15	R02319
2.7.1.40	R02320
2.7.1.74	R02321
3.5.1.42	R02322
3.1.3.5	R02323
3.6.1.45	R02323
2.7.1.22	R02324
2.7.1.173	R02324
2.7.7.1	R02324
3.5.4.13	R02325
2.7.4.3	R02326
2.7.4.6	R02326
2.7.1.48	R02327
2.7.7.24	R02328
2.7.7.32	R02329
3.6.1.39	R02330
2.7.4.3	R02331
2.7.4.6	R02331
2.7.1.48	R02332
3.5.1.41	R02333
3.2.1.14	R02334
3.2.1.17	R02334
2.4.1.16	R02335
3.8.1.3	R02336
3.8.1.5	R02337
1.13.11.17	R02338
4.1.2.8	R02340
4.2.1.20	R02340
3.2.2.1	R02341
2.2.1.4	R02345
1.1.1.148	R02347
1.1.1.148	R02349
2.8.2.4	R02350
2.8.2.15	R02350
1.6.2.4	R02351
1.14.14.14	R02351
1.1.1.51	R02352
1.1.1.62	R02352
1.1.1.105	R02352
1.1.1.239	R02352
1.1.1.270	R02352
1.1.1.330	R02352
1.1.1.51	R02353
1.1.1.62	R02353
1.1.1.105	R02353
1.1.1.239	R02353
1.1.1.270	R02353
1.1.1.330	R02353
1.14.14.1	R02354
1.14.14.1	R02355
1.14.13.32	R02356
1.14.13.67	R02356
1.14.13.97	R02356
1.14.13.157	R02356
1.14.14.1	R02356
2.4.1.17	R02358
3.5.1.75	R02359
3.2.1.15	R02360
4.2.2.2	R02361
4.2.2.9	R02361
4.2.2.10	R02361
3.1.1.11	R02362
1.14.18.1	R02363
1.6.5.5	R02364
1.1.99.18	R02365
2.3.1.20	R02366
2.3.1.75	R02366
2.3.1.76	R02366
2.3.1.20	R02367
2.3.1.75	R02367
2.3.1.76	R02367
3.1.3.5	R02370
3.1.3.6	R02370
3.1.4.16	R02370
2.7.1.48	R02371
2.7.1.48	R02372
1.1.3.16	R02373
1.14.99.22	R02374
2.3.1.139	R02375
4.2.1.28	R02376
1.1.1.202	R02377
4.2.1.50	R02378
2.1.1.68	R02379
2.4.1.120	R02380
2.4.1.126	R02380
3.1.1.49	R02381
1.4.3.4	R02382
1.4.3.21	R02382
1.4.9.2	R02382
1.14.18.1	R02383
2.1.1.27	R02384
2.3.1.110	R02385
2.3.1.5	R02387
2.4.1.71	R02388
2.4.1.17	R02389
1.3.1.24	R02391
1.5.1.30	R02391
1.3.1.24	R02393
1.5.1.30	R02393
1.3.3.5	R02394
1.1.1.108	R02395
2.3.1.7	R02396
1.14.11.1	R02397
4.1.1.42	R02398
1.2.1.16	R02401
1.2.1.20	R02401
1.2.1.79	R02401
6.2.1.6	R02402
6.2.1.5	R02404
6.2.1.4	R02405
6.2.1.4	R02406
2.8.3.22	R02407
4.4.1.1	R02408
4.4.1.2	R02408
4.4.1.8	R02408
1.8.4.3	R02409
3.2.1.26	R02410
2.4.1.82	R02411
1.1.1.25	R02412
2.5.1.19	R02412
2.7.1.71	R02412
4.2.1.10	R02412
4.2.3.4	R02412
1.1.1.25	R02413
1.1.1.282	R02413
2.5.1.19	R02413
2.7.1.71	R02413
4.2.1.10	R02413
4.2.3.4	R02413
1.1.5.8	R02415
2.3.1.133	R02416
1.14.13.43	R02417
3.4.19.12	R02418
4.2.1.31	R02419
2.4.1.113	R02420
2.4.1.21	R02421
3.5.3.4	R02422
3.5.3.9	R02423
3.5.2.5	R02425
4.2.1.45	R02426
3.1.1.68	R02427
3.1.1.68	R02428
4.2.1.82	R02429
2.7.1.27	R02430
2.7.7.46	R02432
2.6.1.1	R02433
3.2.1.66	R02436
5.3.1.14	R02437
2.7.1.16	R02439
1.1.1.13	R02441
1.14.13.21	R02442
1.14.13.88	R02442
1.14.11.9	R02444
1.14.11.22	R02445
5.5.1.6	R02446
2.3.1.151	R02447
2.3.1.220	R02447
1.14.13.58	R02449
1.2.1.58	R02450
1.3.7.8	R02451
2.3.1.71	R02452
2.3.1.144	R02453
1.1.1.57	R02454
1.1.1.131	R02455
1.1.1.131	R02456
1.4.3.3	R02457
3.5.3.10	R02458
2.6.1.21	R02459
5.4.3.5	R02461
1.1.1.164	R02462
1.1.1.192	R02462
1.3.1.27	R02463
4.1.2.27	R02464
4.2.2.1	R02465
4.1.1.11	R02466
4.1.1.15	R02466
4.1.1.29	R02466
1.13.11.19	R02467
1.1.1.144	R02468
1.1.1.243	R02468
1.14.13.48	R02468
1.14.13.49	R02468
1.14.13.47	R02469
1.1.1.144	R02470
1.1.1.243	R02470
1.14.13.48	R02470
1.14.13.49	R02470
1.1.1.106	R02471
1.1.1.169	R02472
2.7.4.14	R02473
6.3.2.1	R02473
3.5.1.22	R02474
1.1.1.50	R02476
1.1.1.209	R02476
1.1.1.213	R02476
1.1.1.50	R02477
1.1.1.209	R02477
1.1.1.213	R02477
2.4.1.17	R02478
4.4.1.17	R02480
2.3.1.34	R02481
2.3.1.112	R02482
2.4.2.1	R02484
2.4.2.2	R02484
2.4.2.3	R02484
2.4.2.4	R02484
3.5.4.5	R02485
3.5.4.38	R02485
1.14.11.10	R02486
1.3.8.6	R02487
1.3.8.6	R02488
4.1.1.62	R02489
4.2.1.56	R02490
4.2.1.56	R02491
1.7.1.14	R02492
2.7.1.35	R02493
3.1.3.74	R02494
1.3.1.22	R02497
1.3.1.94	R02497
1.3.1.3	R02498
1.1.1.145	R02499
5.3.3.1	R02499
1.6.2.4	R02501
1.14.14.14	R02501
2.4.1.17	R02502
1.6.2.4	R02503
1.14.14.1	R02503
3.6.1.2	R02504
2.3.1.146	R02505
1.2.1.44	R02506
2.5.1.48	R02508
3.5.1.56	R02509
1.5.8.1	R02511
1.5.8.2	R02511
4.1.2.32	R02512
3.5.3.18	R02513
1.14.13.18	R02514
1.14.13.63	R02515
1.14.13.18	R02516
1.14.13.63	R02517
1.13.11.5	R02519
1.13.11.27	R02521
4.2.1.25	R02522
3.1.1.15	R02526
1.1.1.78	R02527
1.1.1.79	R02527
1.1.1.81	R02527
1.4.3.4	R02529
1.4.3.21	R02529
4.4.1.5	R02530
1.1.1.21	R02531
1.1.1.78	R02531
1.4.3.4	R02532
2.1.1.28	R02533
2.1.1.6	R02534
1.14.17.1	R02535
1.2.1.5	R02536
1.2.1.39	R02536
1.2.1.5	R02537
6.2.1.30	R02539
3.5.1.4	R02540
3.1.4.12	R02541
3.1.4.41	R02542
2.3.1.24	R02543
1.3.1.7	R02544
1.1.1.83	R02545
1.1.1.93	R02545
4.1.1.73	R02545
5.1.2.5	R02546
3.3.2.4	R02547
1.1.1.208	R02548
1.2.1.3	R02549
1.2.1.8	R02549
1.2.1.19	R02549
1.2.1.31	R02549
1.2.1.47	R02549
1.2.1.54	R02549
1.18.1.3	R02550
3.5.1.58	R02551
3.5.1.64	R02552
1.1.1.163	R02553
1.14.13.16	R02554
1.1.1.58	R02555
3.5.4.4	R02556
2.4.2.1	R02557
3.2.1.21	R02558
3.2.1.118	R02558
1.6.6.9	R02559
1.6.6.9	R02560
1.14.13.27	R02561
1.14.13.27	R02562
2.7.8.4	R02563
3.10.1.2	R02564
1.2.1.3	R02565
1.2.1.8	R02565
1.2.1.31	R02565
1.2.1.3	R02566
1.2.1.8	R02566
1.2.1.31	R02566
2.2.1.10	R02568
2.2.1.11	R02568
3.1.3.11	R02568
4.1.2.13	R02568
2.3.1.12	R02569
2.3.1.61	R02570
2.3.1.61	R02571
2.1.1.96	R02572
2.1.1.19	R02573
4.4.1.3	R02574
2.7.3.1	R02575
2.3.1.14	R02576
1.1.1.21	R02577
1.1.1.141	R02580
1.1.1.184	R02581
1.1.1.189	R02581
1.1.1.197	R02581
2.7.10.1	R02584
2.7.10.2	R02584
2.7.12.1	R02584
2.7.12.2	R02584
3.1.3.48	R02585
2.8.2.20	R02586
3.1.3.68	R02587
3.2.1.112	R02588
1.14.13.24	R02589
2.7.7.15	R02590
3.1.4.38	R02591
1.1.1.194	R02593
1.1.1.195	R02593
2.4.1.111	R02594
3.2.1.126	R02595
1.11.1.7	R02596
1.11.1.15	R02596
1.11.1.21	R02596
3.1.3.29	R02597
3.1.4.40	R02598
2.7.7.43	R02599
1.1.1.313	R02600
4.2.1.80	R02601
4.2.1.132	R02601
4.1.1.77	R02602
3.7.1.14	R02603
3.7.1.9	R02604
4.5.1.4	R02605
3.7.1.8	R02606
1.3.1.3	R02609
1.3.1.22	R02610
1.1.1.90	R02611
1.4.3.21	R02612
1.4.9.2	R02612
1.4.3.4	R02613
1.4.3.21	R02613
1.4.99.4	R02613
5.3.99.7	R02615
2.3.1.18	R02616
2.3.1.15	R02617
2.6.1.1	R02619
1.2.1.50	R02620
3.5.3.15	R02621
3.5.1.44	R02622
2.1.1.80	R02623
3.1.1.61	R02624
2.7.13.1	R02625
2.7.13.2	R02626
2.1.1.85	R02627
2.7.3.9	R02628
2.7.1.69	R02630
2.7.1.69	R02631
2.8.2.26	R02632
2.8.2.27	R02633
4.1.1.67	R02636
1.1.1.130	R02637
1.1.1.130	R02639
1.1.1.45	R02640
1.3.99.6	R02642
1.3.99.5	R02643
1.1.1.145	R02644
5.3.3.1	R02644
2.4.2.16	R02646
3.1.4.42	R02648
1.2.1.38	R02649
2.7.2.8	R02649
2.7.1.60	R02650
1.1.1.233	R02651
5.1.3.8	R02652
2.4.1.198	R02654
1.2.1.29	R02655
1.13.11.4	R02656
1.2.3.1	R02657
2.7.1.13	R02658
1.3.8.1	R02661
1.3.8.7	R02661
1.3.99.12	R02661
2.3.1.168	R02662
1.13.11.6	R02665
1.10.3.5	R02666
2.1.1.97	R02667
3.7.1.3	R02668
1.11.1.6	R02670
1.11.1.21	R02670
1.15.1.1	R02670
4.1.1.7	R02672
1.1.3.19	R02673
1.17.99.1	R02675
4.1.2.11	R02676
3.6.1.21	R02677
1.2.1.3	R02678
1.2.1.8	R02678
1.2.1.31	R02678
1.2.1.47	R02678
1.1.1.190	R02679
1.1.1.191	R02680
1.2.3.7	R02681
3.1.1.67	R02682
1.1.1.141	R02683
1.1.1.196	R02683
1.1.1.188	R02684
1.1.1.211	R02685
4.2.1.17	R02685
4.2.1.74	R02685
2.3.1.51	R02687
3.1.1.3	R02687
3.1.1.4	R02687
3.1.1.13	R02687
3.1.1.3	R02688
2.4.1.157	R02689
2.4.1.315	R02689
2.4.1.46	R02691
2.3.1.73	R02692
2.3.1.73	R02693
2.3.1.20	R02694
1.2.1.5	R02695
1.2.1.29	R02695
1.2.1.53	R02695
1.2.1.5	R02697
1.5.1.36	R02698
1.14.14.8	R02698
1.14.14.9	R02698
2.6.1.27	R02700
4.1.1.28	R02701
1.13.11.52	R02702
1.1.1.17	R02703
2.7.1.69	R02704
2.7.1.60	R02705
3.2.1.183	R02705
5.1.3.9	R02705
5.1.3.14	R02707
1.14.13.68	R02708
2.4.1.178	R02709
6.3.1.7	R02711
3.5.1.67	R02712
3.1.1.30	R02714
1.1.3.37	R02715
2.4.1.53	R02716
2.4.1.70	R02717
6.1.1.13	R02718
3.1.3.5	R02719
3.1.3.6	R02719
3.1.4.16	R02719
3.6.1.45	R02719
3.6.1.19	R02720
3.6.1.66	R02720
4.2.1.20	R02722
1.14.15.6	R02723
1.14.15.6	R02724
1.14.15.4	R02725
1.14.15.5	R02725
1.14.15.4	R02726
2.4.1.64	R02727
5.4.2.6	R02728
2.1.2.4	R02729
3.1.3.54	R02730
2.7.1.105	R02731
3.1.3.46	R02731
2.7.1.105	R02732
3.5.1.47	R02733
3.5.1.18	R02734
5.1.1.7	R02735
1.1.1.47	R02736
1.1.1.49	R02736
1.1.1.363	R02736
3.1.1.31	R02736
2.4.1.15	R02737
3.1.3.12	R02737
2.7.1.69	R02738
2.2.1.2	R02739
5.1.3.15	R02739
5.3.1.8	R02739
5.3.1.9	R02739
2.2.1.2	R02740
5.3.1.8	R02740
5.3.1.9	R02740
6.3.2.23	R02741
1.8.1.13	R02742
2.3.2.4	R02743
3.1.1.5	R02744
3.3.2.2	R02745
3.3.2.5	R02745
3.1.1.4	R02746
3.1.1.5	R02746
3.1.1.4	R02747
3.1.1.5	R02747
2.4.2.1	R02748
2.4.2.4	R02748
5.4.2.2	R02749
5.4.2.7	R02749
2.7.1.15	R02750
3.1.3.34	R02751
4.2.1.40	R02752
4.1.2.20	R02754
1.4.1.16	R02755
1.1.1.101	R02756
2.7.1.94	R02757
2.7.1.94	R02758
2.3.1.51	R02760
1.2.1.32	R02762
1.2.1.85	R02762
3.1.2.17	R02764
5.1.99.1	R02765
1.1.1.212	R02766
1.1.1.100	R02767
2.3.1.41	R02768
2.5.1.57	R02769
5.1.3.9	R02770
2.6.1.33	R02772
2.6.1.33	R02773
1.1.1.134	R02776
1.1.1.344	R02776
1.1.1.133	R02777
2.4.1.15	R02778
3.1.3.12	R02778
2.7.1.69	R02780
2.6.1.50	R02781
4.2.1.44	R02782
6.3.2.9	R02783
6.3.2.7	R02786
6.3.2.10	R02788
6.3.2.13	R02788
2.4.1.149	R02789
2.4.1.150	R02790
2.4.1.87	R02791
1.1.1.159	R02792
1.1.1.176	R02793
6.2.1.7	R02794
3.5.1.24	R02797
1.1.1.64	R02799
1.1.1.188	R02799
1.1.1.213	R02799
1.1.1.196	R02800
1.18.6.1	R02802
1.7.2.4	R02804
3.6.1.17	R02805
2.4.2.6	R02806
1.16.1.1	R02807
2.1.1.49	R02808
2.8.2.3	R02809
1.11.1.8	R02810
4.1.2.10	R02811
4.1.2.11	R02811
4.1.2.46	R02811
4.1.2.47	R02811
4.2.1.53	R02813
3.1.2.14	R02814
3.5.4.11	R02815
1.17.3.1	R02816
3.1.4.13	R02817
1.1.1.21	R02819
1.1.1.21	R02820
2.1.1.5	R02821
3.3.2.10	R02822
1.14.13.25	R02823
1.8.4.2	R02824
1.4.1.12	R02825
1.21.4.1	R02825
4.2.1.84	R02826
4.99.1.5	R02827
4.2.1.84	R02828
1.6.2.4	R02829
1.14.13.6	R02830
4.1.1.58	R02831
1.1.1.206	R02832
3.2.1.132	R02833
1.1.1.146	R02836
2.3.1.27	R02837
1.14.99.10	R02838
2.8.2.18	R02839
1.1.1.145	R02840
5.3.3.1	R02840
1.3.1.3	R02841
1.14.15.4	R02843
1.14.15.5	R02843
2.5.1.47	R02846
4.4.1.9	R02846
1.1.1.121	R02847
2.7.1.1	R02848
2.7.1.1	R02849
2.7.1.1	R02850
2.6.1.21	R02851
5.4.3.4	R02852
3.1.3.3	R02853
1.1.1.4	R02855
1.1.1.76	R02855
1.1.1.303	R02855
1.1.1.304	R02855
3.8.1.3	R02857
2.1.1.101	R02858
2.1.1.102	R02859
1.5.99.4	R02860
2.1.1.87	R02862
2.5.1.2	R02863
1.3.1.76	R02864
2.1.1.107	R02864
4.99.1.4	R02864
2.7.1.1	R02865
3.1.3.50	R02866
2.7.1.1	R02867
2.7.1.1	R02868
2.5.1.16	R02869
2.5.1.22	R02869
1.3.1.96	R02872
2.5.1.21	R02872
1.14.13.132	R02873
1.14.13.132	R02874
4.2.1.123	R02875
1.1.3.38	R02877
1.1.1.1	R02878
1.1.1.73	R02878
1.14.15.3	R02879
1.3.3.8	R02880
2.1.1.69	R02882
2.7.11.17	R02884
3.1.3.55	R02885
3.2.1.4	R02886
3.2.1.91	R02886
3.2.1.21	R02887
2.4.1.49	R02888
2.4.1.12	R02889
2.4.1.29	R02890
1.3.1.22	R02892
1.3.1.3	R02893
1.4.3.3	R02894
1.1.1.15	R02896
2.4.1.185	R02897
5.5.1.6	R02898
2.3.1.131	R02899
3.7.1.4	R02901
2.4.1.17	R02902
2.7.11.14	R02903
1.1.1.252	R02906
4.2.1.94	R02907
1.4.3.4	R02908
1.13.11.52	R02909
2.1.1.49	R02910
2.1.1.96	R02910
2.3.1.87	R02911
4.2.1.49	R02914
2.1.1.34	R02917
6.1.1.1	R02918
1.4.3.4	R02919
2.1.1.6	R02920
2.7.7.40	R02921
3.5.4.1	R02922
3.5.4.21	R02922
1.4.3.3	R02923
2.6.1.21	R02924
1.1.99.21	R02925
3.2.1.22	R02926
2.7.1.101	R02927
1.1.1.16	R02928
6.3.1.6	R02929
3.5.1.65	R02930
2.1.1.46	R02931
