ec	rxn
4.1.1.82	R04053
2.3.1.77	R04055
3.5.1.51	R04056
2.8.3.14	R04057
2.3.2.5	R04058
1.10.1.1	R04059
1.14.13.38	R04060
1.13.11.37	R04061
2.1.1.60	R04062
1.13.12.6	R04063
1.2.1.3	R04065
1.2.1.8	R04065
1.2.1.31	R04065
1.2.1.47	R04065
1.14.13.5	R04066
6.3.4.8	R04068
3.1.1.48	R04070
2.4.1.118	R04071
2.4.1.109	R04072
1.14.11.16	R04073
2.4.2.36	R04074
2.7.1.69	R04076
2.1.1.89	R04077
1.13.12.8	R04078
1.21.99.1	R04080
2.4.1.69	R04081
2.4.1.110	R04082
2.7.8.14	R04083
4.2.1.78	R04084
1.2.3.1	R04085
1.3.1.19	R04088
1.13.11.2	R04089
3.1.2.6	R04090
2.5.1.52	R04091
4.99.1.6	R04093
3.2.1.147	R04094
1.3.8.4	R04095
1.3.8.7	R04095
1.3.8.4	R04096
2.3.1.168	R04097
1.1.1.230	R04099
5.3.3.8	R04100
3.8.1.7	R04101
1.14.13.162	R04102
3.5.1.11	R04103
5.1.3.19	R04104
1.1.1.279	R04105
1.1.1.280	R04106
2.4.1.181	R04108
1.2.1.70	R04109
2.7.1.69	R04111
3.5.1.28	R04112
3.5.1.72	R04113
1.3.1.29	R04115
1.3.1.60	R04115
1.13.11.56	R04117
3.2.1.123	R04118
3.1.1.51	R04119
1.8.4.11	R04120
1.6.2.4	R04121
1.14.14.1	R04121
1.14.14.1	R04122
1.16.1.2	R04123
2.1.2.10	R04125
2.7.1.93	R04126
2.4.1.158	R04127
1.14.13.10	R04130
4.1.1.68	R04133
4.1.1.68	R04134
4.1.1.16	R04135
1.1.1.97	R04136
1.1.1.35	R04137
1.1.1.211	R04137
4.2.1.17	R04137
5.1.2.3	R04137
5.3.3.8	R04137
6.4.1.4	R04138
1.1.1.52	R04139
3.5.5.5	R04140
3.1.1.56	R04141
2.7.1.100	R04143
2.1.2.2	R04144
6.3.2.6	R04144
6.3.3.1	R04144
6.3.4.13	R04144
2.1.1.59	R04145
3.1.1.58	R04146
5.1.1.17	R04147
2.4.2.21	R04148
3.1.4.50	R04149
4.1.3.36	R04150
1.3.1.49	R04151
2.6.1.37	R04152
2.1.1.3	R04153
5.5.1.3	R04154
3.1.3.42	R04156
6.2.1.23	R04157
2.5.1.41	R04158
2.3.2.2	R04159
1.1.99.31	R04160
5.1.2.2	R04161
3.1.3.4	R04162
1.1.1.145	R04163
5.3.3.1	R04163
5.3.1.21	R04165
4.2.1.98	R04166
3.1.3.63	R04167
2.4.2.6	R04168
2.1.1.91	R04169
1.1.1.35	R04170
1.1.1.211	R04170
4.2.1.17	R04170
4.2.1.74	R04170
5.1.2.3	R04170
5.3.3.8	R04170
2.6.1.7	R04171
2.6.1.39	R04171
2.6.1.64	R04171
4.4.1.13	R04171
2.6.1.52	R04173
3.5.1.17	R04174
2.4.2.30	R04176
4.1.1.78	R04177
2.7.8.19	R04179
3.1.4.51	R04180
2.4.1.88	R04182
3.2.1.49	R04183
3.2.1.52	R04184
1.1.1.111	R04185
1.1.1.111	R04186
2.6.1.18	R04187
2.6.1.19	R04188
2.6.1.22	R04188
3.5.3.23	R04189
2.1.1.77	R04190
3.1.1.43	R04191
2.3.1.108	R04192
2.4.1.100	R04193
2.4.1.9	R04194
1.17.1.8	R04198
1.17.1.8	R04199
1.4.1.12	R04200
1.4.1.12	R04201
3.1.1.60	R04202
1.1.1.35	R04203
1.1.1.178	R04203
4.2.1.17	R04203
5.1.2.3	R04203
5.3.3.8	R04203
1.1.1.35	R04204
1.1.1.211	R04204
4.2.1.17	R04204
5.1.2.3	R04204
5.3.3.8	R04204
2.3.1.93	R04205
4.2.1.11	R04206
2.1.2.2	R04208
6.3.3.1	R04208
6.3.4.13	R04208
4.1.1.21	R04209
6.3.2.6	R04209
1.1.1.290	R04210
2.3.1.58	R04211
6.3.5.6	R04212
6.3.5.7	R04212
2.8.2.9	R04213
2.7.7.43	R04215
2.4.99.18	R04216
2.6.1.81	R04217
2.5.1.32	R04218
5.5.1.19	R04218
1.4.3.3	R04221
2.4.2.27	R04222
1.1.1.35	R04224
1.1.1.211	R04224
4.2.1.17	R04224
5.1.2.3	R04224
5.3.3.8	R04224
1.2.4.4	R04225
2.3.1.83	R04227
1.7.1.9	R04228
1.7.1.9	R04229
4.1.1.36	R04230
6.3.2.5	R04230
4.1.1.36	R04231
6.3.2.5	R04231
2.6.1.72	R04234
2.7.4.19	R04235
1.1.1.7	R04236
2.1.1.11	R04237
3.1.1.29	R04238
1.4.3.13	R04239
6.3.2.17	R04241
3.4.19.9	R04242
2.7.7.14	R04247
1.14.13.34	R04256
1.13.11.1	R04258
5.5.1.7	R04259
5.3.3.4	R04260
1.1.1.181	R04263
1.1.1.181	R04264
1.1.1.342	R04265
5.1.3.10	R04266
2.7.4.13	R04267
3.5.1.88	R04268
3.2.1.63	R04270
2.3.1.56	R04271
3.6.1.44	R04272
5.2.1.8	R04273
6.5.1.4	R04274
2.7.11.6	R04275
1.14.11.19	R04276
3.1.1.57	R04277
1.1.1.312	R04278
1.1.1.312	R04279
1.13.11.8	R04280
1.13.11.57	R04280
2.1.3.7	R04281
1.1.1.153	R04285
1.1.1.220	R04285
4.1.2.50	R04286
4.2.3.12	R04286
2.7.8.17	R04291
2.5.1.72	R04292
1.17.4.1	R04294
2.4.1.85	R04296
1.97.1.2	R04297
1.4.3.4	R04300
1.4.3.21	R04300
1.4.9.2	R04300
2.1.1.6	R04301
1.7.1.11	R04303
1.1.1.90	R04304
4.2.1.78	R04305
1.14.13.68	R04306
1.1.1.226	R04307
1.1.1.50	R04309
1.1.1.152	R04309
1.1.1.50	R04310
2.5.1.26	R04311
2.7.99.1	R04312
2.1.1.63	R04314
1.17.4.2	R04315
2.3.1.128	R04316
3.1.3.14	R04317
3.5.2.6	R04318
1.3.1.34	R04319
3.2.1.67	R04320
2.7.8.1	R04321
2.7.8.2	R04321
2.4.1.45	R04322
4.1.1.45	R04323
2.1.2.2	R04325
6.3.3.1	R04325
6.3.4.13	R04325
2.1.2.2	R04326
6.3.3.1	R04326
6.3.4.13	R04326
1.14.99.27	R04327
1.1.1.170	R04328
1.1.1.270	R04328
1.14.13.72	R04328
1.1.1.53	R04330
2.1.1.112	R04332
2.3.1.72	R04333
2.4.1.156	R04334
2.4.2.34	R04335
2.6.1.75	R04338
1.5.1.25	R04339
1.5.1.25	R04340
3.5.1.43	R04341
1.14.13.36	R04342
2.4.1.43	R04343
1.1.1.210	R04344
5.5.1.11	R04345
2.4.2.20	R04346
2.1.1.86	R04347
2.3.1.81	R04348
3.5.5.6	R04349
3.5.1.61	R04350
2.4.1.17	R04352
2.4.1.17	R04353
2.4.1.17	R04354
2.3.1.41	R04355
2.3.1.85	R04355
2.3.1.86	R04355
2.3.1.179	R04355
2.3.1.116	R04356
2.7.11.23	R04358
2.4.1.193	R04359
1.1.1.101	R04360
3.1.4.39	R04362
2.3.1.125	R04363
2.3.1.89	R04364
2.3.1.117	R04365
1.14.13.151	R04366
4.3.3.1	R04367
3.6.1.59	R04368
6.3.2.16	R04369
1.1.1.217	R04370
4.2.1.36	R04371
4.2.1.114	R04371
3.1.3.66	R04372
3.1.4.45	R04373
4.2.1.77	R04374
1.13.11.16	R04376
2.4.1.157	R04377
2.4.1.315	R04377
2.4.2.7	R04378
5.3.3.10	R04379
4.1.1.68	R04380
4.2.2.6	R04382
5.3.1.17	R04383
2.1.1.90	R04384
6.3.4.14	R04385
6.4.1.2	R04385
6.4.1.3	R04385
6.3.4.14	R04386
6.4.1.2	R04386
6.4.1.3	R04386
1.1.1.229	R04387
2.7.3.7	R04388
5.1.3.17	R04389
1.2.1.3	R04390
1.2.1.8	R04390
1.2.1.31	R04390
2.7.1.33	R04391
6.3.4.15	R04391
1.14.99.24	R04392
2.7.1.69	R04393
2.7.1.69	R04394
2.1.1.18	R04396
3.5.1.66	R04397
2.1.1.88	R04398
1.14.21.5	R04400
2.7.11.5	R04401
2.7.11.29	R04403
3.1.3.36	R04404
2.1.1.14	R04405
2.3.1.152	R04409
2.3.1.152	R04410
2.3.1.152	R04411
1.1.1.221	R04412
2.3.1.23	R04413
2.3.1.121	R04413
1.1.1.312	R04418
1.2.1.60	R04418
1.1.1.312	R04419
5.3.1.23	R04420
2.1.1.105	R04421
2.4.1.162	R04422
2.4.1.40	R04423
4.2.1.79	R04424
4.2.1.3	R04425
4.2.1.99	R04425
1.1.1.85	R04426
2.1.1.41	R04427
2.3.1.85	R04428
2.3.1.86	R04428
3.5.1.108	R04428
4.2.1.59	R04428
5.3.3.14	R04428
1.3.1.9	R04429
1.3.1.10	R04429
1.3.1.44	R04429
1.3.1.9	R04430
1.3.1.10	R04430
1.3.1.39	R04430
1.3.1.104	R04430
2.3.1.85	R04430
2.3.1.86	R04430
2.4.1.179	R04431
1.3.8.7	R04432
1.5.5.1	R04433
2.5.1.56	R04435
2.5.1.57	R04435
2.1.1.44	R04436
1.14.99.29	R04437
2.6.1.59	R04438
1.1.1.86	R04439
1.1.1.383	R04439
1.1.1.86	R04440
4.2.1.9	R04441
1.2.1.88	R04444
1.5.5.2	R04444
1.2.1.88	R04445
1.5.5.2	R04445
2.5.1.3	R04448
2.7.1.50	R04448
6.2.1.22	R04449
3.1.2.16	R04450
2.4.1.39	R04451
3.1.1.47	R04452
1.12.98.2	R04455
1.5.98.1	R04456
2.5.1.78	R04457
4.6.1.14	R04459
1.14.13.41	R04460
1.11.1.14	R04461
6.3.5.3	R04463
1.5.98.2	R04464
2.3.1.78	R04466
2.4.1.241	R04469
3.2.1.22	R04470
3.1.1.26	R04471
2.4.1.184	R04472
2.3.1.141	R04473
2.3.1.134	R04474
2.6.1.11	R04475
2.6.1.17	R04475
2.8.2.7	R04476
2.4.1.180	R04477
4.2.1.83	R04478
2.3.1.23	R04480
2.3.1.51	R04480
2.1.1.98	R04481
5.3.3.10	R04482
1.1.1.170	R04483
2.3.1.136	R04484
3.5.1.24	R04486
3.5.1.24	R04487
3.1.1.54	R04490
1.14.11.4	R04491
2.4.1.50	R04491
2.4.1.66	R04491
2.4.1.206	R04493
2.4.1.141	R04494
2.4.1.38	R04495
2.1.1.100	R04496
2.3.1.143	R04498
1.14.13.72	R04501
2.4.1.142	R04502
3.2.1.107	R04503
2.1.1.84	R04505
1.2.1.3	R04506
1.2.1.8	R04506
1.2.1.31	R04506
1.2.1.47	R04506
6.2.1.7	R04507
6.2.1.28	R04507
2.5.1.3	R04509
2.7.1.49	R04509
2.7.4.7	R04509
5.4.99.14	R04510
2.7.8.20	R04511
3.2.1.56	R04512
3.1.3.16	R04513
3.1.3.48	R04513
3.1.3.67	R04513
2.3.1.135	R04514
1.1.1.232	R04517
1.1.1.232	R04518
2.4.1.129	R04519
2.5.1.42	R04520
4.5.1.1	R04522
1.14.13.8	R04523
3.1.1.66	R04525
2.4.2.25	R04526
3.2.1.97	R04527
2.6.1.34	R04529
2.4.1.87	R04531
2.4.99.1	R04532
1.1.1.100	R04533
2.3.1.85	R04533
2.3.1.86	R04533
1.1.1.100	R04534
2.3.1.85	R04534
2.3.1.86	R04534
2.3.1.85	R04535
2.3.1.86	R04535
3.5.1.108	R04535
4.2.1.59	R04535
5.3.3.14	R04535
1.1.1.100	R04536
2.3.1.85	R04536
2.3.1.86	R04536
2.3.1.85	R04537
2.3.1.86	R04537
3.5.1.108	R04537
4.2.1.59	R04537
5.3.3.14	R04537
5.2.1.6	R04538
1.8.98.1	R04540
2.8.4.1	R04541
3.1.3.47	R04542
1.1.1.100	R04543
2.3.1.85	R04543
2.3.1.86	R04543
2.3.1.85	R04544
2.3.1.86	R04544
3.5.1.108	R04544
4.2.1.59	R04544
5.3.3.14	R04544
2.7.1.153	R04545
2.3.1.16	R04546
2.4.1.37	R04548
3.6.1.54	R04549
2.3.1.191	R04550
1.1.1.197	R04552
2.4.1.65	R04553
2.7.11.31	R04555
1.3.1.48	R04556
1.3.1.48	R04557
4.3.2.2	R04559
2.1.2.3	R04560
3.5.4.10	R04560
6.3.4.15	R04562
6.3.4.9	R04563
2.4.99.8	R04564
5.3.3.9	R04565
1.1.1.100	R04566
2.3.1.85	R04566
2.3.1.86	R04566
2.3.1.129	R04567
2.3.1.85	R04568
2.3.1.86	R04568
3.5.1.108	R04568
4.2.1.59	R04568
5.3.3.14	R04568
1.14.12.5	R04570
1.14.99.19	R04571
6.3.2.10	R04573
2.4.1.102	R04575
5.2.1.10	R04576
2.4.1.192	R04577
2.4.1.202	R04579
6.2.1.7	R04580
2.4.1.60	R04581
6.3.4.10	R04582
2.4.99.8	R04583
2.4.1.92	R04584
3.2.1.52	R04586
3.5.1.108	R04587
4.2.1.59	R04587
2.3.1.49	R04588
2.7.11.3	R04589
2.4.99.4	R04590
4.1.1.21	R04591
6.3.2.6	R04591
6.3.4.13	R04591
3.1.3.73	R04594
2.4.99.6	R04596
1.13.11.25	R04597
1.13.11.29	R04598
1.13.11.29	R04599
1.13.11.30	R04600
1.13.11.30	R04601
1.13.11.36	R04602
2.4.1.175	R04603
2.4.1.226	R04603
6.3.4.11	R04604
2.4.1.182	R04606
2.4.1.135	R04607
3.1.1.59	R04608
3.3.2.7	R04609
2.4.1.86	R04610
3.4.17.8	R04611
2.3.2.10	R04613
2.4.1.165	R04615
6.3.2.10	R04617
6.3.2.13	R04617
2.3.1.115	R04618
2.4.1.138	R04619
3.1.3.1	R04620
1.1.1.160	R04623
2.4.99.9	R04630
2.4.1.62	R04631
2.4.99.8	R04632
3.2.1.23	R04633
3.2.1.18	R04634
2.4.99.7	R04635
2.4.1.146	R04636
3.5.4.16	R04639
5.3.1.16	R04640
3.5.4.20	R04641
2.4.1.201	R04642
2.8.2.19	R04643
2.4.99.9	R04647
2.4.99.2	R04648
2.4.99.4	R04648
2.4.99.8	R04649
3.2.1.18	R04650
2.4.1.143	R04653
2.4.1.163	R04654
2.4.1.164	R04654
2.4.99.10	R04656
2.7.1.130	R04657
2.4.99.12	R04658
2.4.99.13	R04658
2.4.99.14	R04658
2.4.99.15	R04658
2.4.1.149	R04659
2.4.1.163	R04659
2.4.99.8	R04661
2.4.1.145	R04662
2.4.1.155	R04665
3.5.1.6	R04666
5.3.3.5	R04671
2.2.1.6	R04672
2.2.1.6	R04673
1.4.3.4	R04674
1.4.3.22	R04674
1.14.99.10	R04675
1.14.15.6	R04676
1.1.1.145	R04678
5.3.3.1	R04678
1.1.1.62	R04681
1.1.1.105	R04681
1.1.1.239	R04681
1.1.1.270	R04681
1.1.1.330	R04681
1.1.1.62	R04682
1.1.1.105	R04682
1.1.1.239	R04682
1.1.1.270	R04682
1.1.1.330	R04682
2.4.1.17	R04683
2.3.2.12	R04685
1.4.1.12	R04687
1.4.1.12	R04688
1.14.21.1	R04690
2.1.1.122	R04691
2.1.1.115	R04692
2.1.1.140	R04692
1.14.18.1	R04693
1.14.21.3	R04694
1.5.1.27	R04695
1.14.21.4	R04696
1.1.1.248	R04697
1.2.2.4	R04698
1.14.13.55	R04699
1.14.13.37	R04700
1.14.13.56	R04702
1.5.3.12	R04703
2.1.1.120	R04705
1.5.3.12	R04706
2.1.1.119	R04707
1.14.13.57	R04708
2.3.1.151	R04709
1.97.1.4	R04710
2.1.1.64	R04711
2.1.1.114	R04711
2.1.1.115	R04713
2.1.1.121	R04714
2.1.1.128	R04715
2.1.1.122	R04716
2.1.1.123	R04717
2.1.1.124	R04717
2.1.1.125	R04718
2.1.1.126	R04719
2.3.1.147	R04720
2.3.1.148	R04721
2.3.1.149	R04722
2.3.1.150	R04723
1.3.1.9	R04724
1.3.1.10	R04724
1.3.1.44	R04724
1.3.1.9	R04725
1.3.1.10	R04725
1.3.1.39	R04725
1.3.1.104	R04725
2.3.1.85	R04725
2.3.1.86	R04725
2.3.1.41	R04726
2.3.1.85	R04726
2.3.1.86	R04726
2.3.1.179	R04726
3.5.1.76	R04727
4.2.1.97	R04728
5.1.99.4	R04729
6.3.2.25	R04730
3.5.4.8	R04731
2.7.7.59	R04733
4.2.1.96	R04734
5.1.1.15	R04736
1.1.1.35	R04737
1.1.1.211	R04737
4.2.1.17	R04737
5.1.2.3	R04737
5.3.3.8	R04737
1.1.1.35	R04738
1.1.1.211	R04738
4.2.1.17	R04738
4.2.1.74	R04738
5.1.2.3	R04738
5.3.3.8	R04738
1.1.1.35	R04739
1.1.1.211	R04739
4.2.1.17	R04739
5.1.2.3	R04739
5.3.3.8	R04739
1.1.1.35	R04740
1.1.1.211	R04740
4.2.1.17	R04740
4.2.1.74	R04740
5.1.2.3	R04740
5.3.3.8	R04740
1.1.1.35	R04741
1.1.1.211	R04741
4.2.1.17	R04741
5.1.2.3	R04741
5.3.3.8	R04741
2.3.1.16	R04742
1.1.1.35	R04743
1.1.1.211	R04743
4.2.1.17	R04743
5.3.3.8	R04743
1.1.1.35	R04744
1.1.1.211	R04744
4.2.1.17	R04744
4.2.1.74	R04744
5.1.2.3	R04744
5.3.3.8	R04744
1.1.1.35	R04745
1.1.1.211	R04745
4.2.1.17	R04745
5.1.2.3	R04745
5.3.3.8	R04745
1.1.1.35	R04746
1.1.1.211	R04746
4.2.1.17	R04746
4.2.1.74	R04746
5.1.2.3	R04746
5.3.3.8	R04746
2.3.1.16	R04747
1.1.1.35	R04748
1.1.1.211	R04748
4.2.1.17	R04748
5.1.2.3	R04748
5.3.3.8	R04748
1.1.1.35	R04749
1.1.1.211	R04749
4.2.1.17	R04749
4.2.1.74	R04749
5.1.2.3	R04749
5.3.3.8	R04749
1.3.3.6	R04751
1.3.8.1	R04751
1.3.8.7	R04751
1.3.8.8	R04751
1.3.99.12	R04751
1.3.1.8	R04753
1.3.1.38	R04753
1.3.3.6	R04754
1.3.8.7	R04754
1.3.8.8	R04754
1.1.1.35	R04756
4.2.1.17	R04756
5.1.2.3	R04756
5.3.3.8	R04756
1.1.1.146	R04758
1.6.2.4	R04759
1.14.14.14	R04759
1.6.2.4	R04761
1.14.14.14	R04761
2.1.1.6	R04762
2.1.1.6	R04764
1.5.3.12	R04768
2.3.1.150	R04769
4.4.1.1	R04770
4.4.1.11	R04770
2.5.1.6	R04771
2.1.1.12	R04772
6.1.1.10	R04773
2.3.1.14	R04776
2.7.1.11	R04779
3.1.3.11	R04780
3.1.3.37	R04780
4.1.2.13	R04780
4.2.1.80	R04781
1.18.6.1	R04782
3.2.1.23	R04783
3.1.1.17	R04785
1.3.5.5	R04786
1.3.5.5	R04787
1.3.99.26	R04787
1.3.99.28	R04787
1.3.99.29	R04787
1.3.99.30	R04787
1.3.99.31	R04787
3.3.2.11	R04792
1.3.5.6	R04798
1.3.99.26	R04798
1.3.99.28	R04798
1.3.99.29	R04798
1.3.99.30	R04798
1.3.99.31	R04798
1.3.5.6	R04800
1.3.99.26	R04800
1.3.99.28	R04800
1.3.99.29	R04800
1.3.99.30	R04800
1.3.99.31	R04800
5.5.1.19	R04801
5.3.3.5	R04804
1.1.1.1	R04805
1.14.13.15	R04806
1.14.13.15	R04807
1.1.1.35	R04809
4.2.1.107	R04809
1.1.1.35	R04810
4.2.1.107	R04810
2.3.1.176	R04811
1.1.1.35	R04812
4.2.1.107	R04812
1.1.1.35	R04813
4.2.1.107	R04813
1.3.1.3	R04817
1.1.1.50	R04818
1.1.1.50	R04819
1.3.1.3	R04823
1.1.1.50	R04824
1.1.1.50	R04825
1.14.13.95	R04826
1.14.13.96	R04826
1.3.99.5	R04827
1.1.1.50	R04829
1.1.1.50	R04830
1.1.1.53	R04831
1.1.1.50	R04832
1.1.1.50	R04833
1.1.1.53	R04834
1.1.1.50	R04835
1.1.1.50	R04836
1.1.1.50	R04837
1.1.1.50	R04838
1.1.1.146	R04840
1.1.1.50	R04842
1.1.1.50	R04843
1.1.1.53	R04844
1.1.1.50	R04845
1.1.1.50	R04846
1.1.1.53	R04847
1.1.1.145	R04849
5.3.3.1	R04849
1.14.15.4	R04850
1.14.15.5	R04850
1.14.99.9	R04852
4.1.2.30	R04852
1.14.99.9	R04853
4.1.2.30	R04853
1.14.15.6	R04854
1.14.15.6	R04855
3.1.6.1	R04856
3.1.6.8	R04856
2.1.1.37	R04858
2.5.1.47	R04859
2.5.1.49	R04859
2.5.1.65	R04859
4.2.1.22	R04859
4.4.1.9	R04859
1.8.4.3	R04860
1.1.1.87	R04862
1.1.1.286	R04862
1.2.1.3	R04863
1.2.1.8	R04863
1.2.1.31	R04863
2.3.1.40	R04864
6.2.1.20	R04864
2.1.1.43	R04866
2.1.1.59	R04866
2.1.1.60	R04866
2.1.1.43	R04867
2.1.1.59	R04867
2.1.1.60	R04867
2.3.1.164	R04868
6.3.2.26	R04870
1.21.3.1	R04872
1.1.1.1	R04880
1.1.1.284	R04880
1.2.1.10	R04880
2.1.1.6	R04881
1.2.1.5	R04882
1.2.1.5	R04883
1.14.18.1	R04884
2.1.1.6	R04887
1.2.1.5	R04888
1.2.1.5	R04889
1.4.3.4	R04890
1.2.1.5	R04891
1.2.1.5	R04892
1.4.3.4	R04893
1.4.3.4	R04894
2.4.1.159	R04900
1.1.1.219	R04901
1.1.1.234	R04901
1.14.13.88	R04902
1.2.1.3	R04903
1.2.1.8	R04903
1.2.1.31	R04903
1.2.1.47	R04903
1.2.3.1	R04904
2.1.1.4	R04905
1.4.3.4	R04907
1.4.3.4	R04908
4.1.1.28	R04909
3.5.1.9	R04911
1.13.11.47	R04915
2.7.8.1	R04920
2.7.8.2	R04920
2.7.8.1	R04922
2.7.8.2	R04922
1.8.99.2	R04927
2.7.1.25	R04928
2.7.7.4	R04928
2.7.1.25	R04929
2.7.7.4	R04929
4.4.1.1	R04930
2.1.1.9	R04931
2.3.2.2	R04935
3.4.19.13	R04935
3.3.1.1	R04936
4.4.1.8	R04941
2.5.1.47	R04942
2.5.1.65	R04942
4.2.1.22	R04942
2.5.1.48	R04944
2.5.1.48	R04945
2.5.1.48	R04946
2.4.1.63	R04948
2.4.1.85	R04948
2.4.1.178	R04948
3.2.1.21	R04949
2.3.1.80	R04950
3.4.11.1	R04951
3.4.11.2	R04951
3.4.11.5	R04951
3.4.11.23	R04951
2.3.1.41	R04952
2.3.1.85	R04952
2.3.1.86	R04952
2.3.1.179	R04952
1.1.1.100	R04953
2.3.1.85	R04953
2.3.1.86	R04953
2.3.1.85	R04954
2.3.1.86	R04954
3.5.1.108	R04954
4.2.1.59	R04954
5.3.3.14	R04954
1.3.1.9	R04955
1.3.1.10	R04955
1.3.1.44	R04955
1.3.1.9	R04956
1.3.1.10	R04956
1.3.1.39	R04956
1.3.1.104	R04956
2.3.1.85	R04956
2.3.1.86	R04956
2.3.1.41	R04957
2.3.1.85	R04957
2.3.1.86	R04957
2.3.1.179	R04957
1.3.1.9	R04958
1.3.1.10	R04958
1.3.1.44	R04958
1.3.1.9	R04959
1.3.1.10	R04959
1.3.1.39	R04959
1.3.1.104	R04959
2.3.1.85	R04959
2.3.1.86	R04959
2.3.1.41	R04960
2.3.1.85	R04960
2.3.1.86	R04960
2.3.1.179	R04960
1.3.1.9	R04961
1.3.1.10	R04961
1.3.1.44	R04961
1.3.1.9	R04962
1.3.1.10	R04962
1.3.1.39	R04962
1.3.1.104	R04962
2.3.1.85	R04962
2.3.1.86	R04962
2.3.1.41	R04963
2.3.1.85	R04963
2.3.1.86	R04963
2.3.1.179	R04963
1.1.1.100	R04964
2.3.1.85	R04964
2.3.1.86	R04964
2.3.1.85	R04965
2.3.1.86	R04965
3.5.1.108	R04965
4.2.1.59	R04965
5.3.3.14	R04965
1.3.1.9	R04966
1.3.1.10	R04966
1.3.1.44	R04966
1.3.1.9	R04967
1.3.1.10	R04967
1.3.1.39	R04967
1.3.1.104	R04967
2.3.1.85	R04967
2.3.1.86	R04967
2.3.1.41	R04968
2.3.1.85	R04968
2.3.1.86	R04968
2.3.1.179	R04968
1.3.1.9	R04969
1.3.1.10	R04969
1.3.1.44	R04969
1.3.1.9	R04970
1.3.1.10	R04970
1.3.1.39	R04970
1.3.1.104	R04970
2.3.1.85	R04970
2.3.1.86	R04970
4.1.1.37	R04972
3.2.1.31	R04979
2.1.1.201	R04983
4.1.1.98	R04985
4.1.1.98	R04986
2.1.1.64	R04988
2.1.1.222	R04988
2.1.1.163	R04990
2.1.1.201	R04990
2.1.1.163	R04993
2.1.1.201	R04993
1.2.1.5	R04996
3.2.1.21	R04998
2.5.1.39	R05000
2.4.1.132	R05002
2.4.1.227	R05032
2.1.1.76	R05035
1.14.11.19	R05036
1.14.11.19	R05037
1.1.1.219	R05038
1.1.1.234	R05038
1.14.11.9	R05039
3.5.4.16	R05046
3.5.4.16	R05048
1.2.1.71	R05049
1.2.1.3	R05050
1.2.1.8	R05050
1.2.1.31	R05050
1.2.1.47	R05050
1.2.1.88	R05051
1.5.5.2	R05051
2.6.1.1	R05052
2.6.1.23	R05052
2.6.1.21	R05053
2.3.1.152	R05061
1.1.2.8	R05062
3.1.2.4	R05064
1.1.1.31	R05066
1.1.1.35	R05066
4.2.1.17	R05066
5.1.2.3	R05066
5.3.3.8	R05066
1.1.1.86	R05068
1.1.1.86	R05069
5.4.99.3	R05069
4.2.1.9	R05070
1.1.1.86	R05071
5.4.99.3	R05071
2.8.1.5	R05072
2.4.99.12	R05074
2.4.99.13	R05074
2.4.99.14	R05074
2.4.99.15	R05074
2.3.1.243	R05075
4.2.1.148	R05076
2.7.8.20	R05081
2.6.1.52	R05085
4.2.3.1	R05086
4.2.3.19	R05092
1.14.11.12	R05097
1.14.13.66	R05098
1.2.1.4	R05099
1.2.1.63	R05099
3.7.1.11	R05100
1.6.2.4	R05102
2.8.2.11	R05105
2.4.1.92	R05109
2.4.1.62	R05110
2.4.1.62	R05111
3.2.1.23	R05112
2.4.99.8	R05113
3.2.1.18	R05115
2.4.99.4	R05116
3.2.1.18	R05117
3.1.1.75	R05118
2.1.1.128	R05123
1.1.1.247	R05124
1.14.11.31	R05126
1.14.11.32	R05127
2.7.1.69	R05132
3.2.1.86	R05133
3.2.1.86	R05134
3.1.3.5	R05135
3.1.3.6	R05135
3.1.4.16	R05135
4.1.2.45	R05136
5.99.1.4	R05137
2.4.1.10	R05140
3.2.1.74	R05141
3.2.1.74	R05142
4.1.1.90	R05144
2.7.1.33	R05145
6.3.4.9	R05145
6.3.4.10	R05145
6.3.4.11	R05145
6.3.4.15	R05145
2.3.1.241	R05146
1.1.1.251	R05147
1.14.12.15	R05148
2.1.1.132	R05149
1.3.1.54	R05150
1.3.1.106	R05150
1.3.99.16	R05151
1.3.99.17	R05152
1.14.13.62	R05154
1.13.11.48	R05155
1.14.12.14	R05156
1.14.12.16	R05157
1.14.13.61	R05158
2.1.1.128	R05162
2.3.1.153	R05163
2.4.1.208	R05164
2.7.8.23	R05165
3.2.1.140	R05166
3.5.1.79	R05167
3.5.1.25	R05168
3.5.3.21	R05169
3.5.3.21	R05170
3.5.3.21	R05171
3.5.3.21	R05172
4.1.1.76	R05173
4.2.1.98	R05174
5.1.1.16	R05175
5.1.3.20	R05176
5.4.99.60	R05177
5.4.99.61	R05177
2.1.1.127	R05179
2.1.1.130	R05180
2.1.1.131	R05180
3.7.1.12	R05180
2.1.1.133	R05181
2.1.1.271	R05181
1.16.1.8	R05182
1.3.99.19	R05183
1.18.6.1	R05185
1.19.6.1	R05186
2.3.1.85	R05188
2.3.1.111	R05189
2.3.1.86	R05190
2.4.1.43	R05191
6.3.2.21	R05193
2.4.1.25	R05196
3.2.1.33	R05196
6.3.2.17	R05197
1.1.2.8	R05198
2.7.1.69	R05199
2.7.1.158	R05202
3.1.1.3	R05209
3.1.1.79	R05209
1.14.21.3	R05210
2.1.1.115	R05211
2.1.1.116	R05212
2.1.1.121	R05213
2.1.1.128	R05214
1.14.21.3	R05215
2.1.1.115	R05216
1.14.13.83	R05217
