rn,cid,s
AR9574,C00007,-1
AR9574,C20546,-1
AR9574,C00027,1
AR9574,C20552,1
AR9575,C00007,-1
AR9575,C20575,-1
AR9575,C00027,1
AR9575,C20583,1
AR9576,C00007,-1
AR9576,C20702,-1
AR9576,C00027,1
AR9576,C19937,1
AR9577,C00007,-1
AR9577,C20787,-1
AR9577,C00027,1
AR9577,C08794,1
AR9578,C00007,-1
AR9578,C20809,-1
AR9578,C00027,1
AR9578,C20808,1
AR9579,C00007,-1
AR9579,C20819,-1
AR9579,C00027,1
AR9579,C20823,1
AR9580,C00007,-1
AR9580,C20851,-1
AR9580,C00027,1
AR9580,C20853,1
AR9581,C00007,-1
AR9581,C20953,-1
AR9581,C00027,1
AR9581,C01179,1
AR9582,C00007,-1
AR9582,C01575,-1
AR9582,C00027,1
AR9582,C04351,1
AR9583,C00007,-1
AR9583,C00219,-1
AR9583,C00027,1
AR9583,C06428,1
AR9584,C00007,-1
AR9584,C00234,-1
AR9584,C00027,1
AR9584,C03204,1
AR9585,C00007,-1
AR9585,C00272,-1
AR9585,C00027,1
AR9585,C02953,1
AR9586,C00007,-1
AR9586,C00280,-1
AR9586,C00027,1
AR9586,C20144,1
AR9587,C00007,-1
AR9587,C00280,-1
AR9587,C00027,1
AR9587,C15194,1
AR9588,C00007,-1
AR9588,C00429,-1
AR9588,C00027,1
AR9588,C00106,1
AR9589,C00007,-1
AR9589,C00584,-1
AR9589,C00027,1
AR9589,C06439,1
AR9590,C00007,-1
AR9590,C00621,-1
AR9590,C00027,1
AR9590,C04217,1
AR9591,C00007,-1
AR9591,C00187,-1
AR9591,C00027,1
AR9591,C01164,1
AR9592,C00007,-1
AR9592,C00187,-1
AR9592,C00027,1
AR9592,C01802,1
AR9593,C00007,-1
AR9593,C00337,-1
AR9593,C00027,1
AR9593,C00295,1
AR9594,C00007,-1
AR9594,C01530,-1
AR9594,C00027,1
AR9594,C08363,1
AR9595,C00007,-1
AR9595,C01530,-1
AR9595,C00027,1
AR9595,C00712,1
AR9596,C00007,-1
AR9596,C01530,-1
AR9596,C00027,1
AR9596,C08367,1
AR9597,C00007,-1
AR9597,C01595,-1
AR9597,C00027,1
AR9597,C06426,1
AR9598,C00007,-1
AR9598,C01595,-1
AR9598,C00027,1
AR9598,C06427,1
AR9599,C00007,-1
AR9599,C00078,-1
AR9599,C00027,1
AR9599,C06732,1
AR9600,C00007,-1
AR9600,C00735,-1
AR9600,C00027,1
AR9600,C07369,1
AR9601,C00007,-1
AR9601,C00509,-1
AR9601,C00027,1
AR9601,C01477,1
AR9602,C00007,-1
AR9602,C00510,-1
AR9602,C00027,1
AR9602,C02050,1
AR9603,C00007,-1
AR9603,C00902,-1
AR9603,C00027,1
AR9603,C06761,1
AR9604,C00007,-1
AR9604,C01033,-1
AR9604,C00027,1
AR9604,C03345,1
AR9605,C00007,-1
AR9605,C00042,-1
AR9605,C00027,1
AR9605,C00122,1
AR9606,C00007,-1
AR9606,C00099,-1
AR9606,C00027,1
AR9606,C20253,1
AR9607,C00007,-1
AR9607,C00101,-1
AR9607,C00027,1
AR9607,C00415,1
AR9608,C00007,-1
AR9608,C00517,-1
AR9608,C00027,1
AR9608,C06123,1
AR9609,C00007,-1
AR9609,C00535,-1
AR9609,C00027,1
AR9609,C14502,1
AR9610,C00007,-1
AR9610,C00535,-1
AR9610,C00027,1
AR9610,C15293,1
AR9611,C00007,-1
AR9611,C00246,-1
AR9611,C00027,1
AR9611,C01771,1
AR9612,C00007,-1
AR9612,C00249,-1
AR9612,C00027,1
AR9612,C08362,1
AR9613,C00007,-1
AR9613,C00468,-1
AR9613,C00027,1
AR9613,C14392,1
AR9614,C00007,-1
AR9614,C00468,-1
AR9614,C00027,1
AR9614,C14650,1
AR9615,C00007,-1
AR9615,C01189,-1
AR9615,C00027,1
AR9615,C01164,1
AR9616,C00007,-1
AR9616,C01189,-1
AR9616,C00027,1
AR9616,C05104,1
AR9617,C00007,-1
AR9617,C00410,-1
AR9617,C00027,1
AR9617,C04084,1
AR9618,C00007,-1
AR9618,C00410,-1
AR9618,C00027,1
AR9618,C14646,1
AR9619,C00007,-1
AR9619,C00410,-1
AR9619,C00027,1
AR9619,C14677,1
AR9620,C00007,-1
AR9620,C00410,-1
AR9620,C00027,1
AR9620,C03207,1
AR9621,C00007,-1
AR9621,C00412,-1
AR9621,C00027,1
AR9621,C00510,1
AR9622,C00007,-1
AR9622,C00414,-1
AR9622,C00027,1
AR9622,C02395,1
AR9623,C00007,-1
AR9623,C00415,-1
AR9623,C00027,1
AR9623,C00504,1
AR9624,C00007,-1
AR9624,C00762,-1
AR9624,C00027,1
AR9624,C07370,1
AR9625,C00007,-1
AR9625,C00766,-1
AR9625,C00027,1
AR9625,C10043,1
AR9626,C00007,-1
AR9626,C00774,-1
AR9626,C00027,1
AR9626,C06561,1
AR9627,C00007,-1
AR9627,C01164,-1
AR9627,C00027,1
AR9627,C05107,1
AR9628,C00007,-1
AR9628,C00696,-1
AR9628,C00027,1
AR9628,C13802,1
AR9629,C00007,-1
AR9629,C00859,-1
AR9629,C00027,1
AR9629,C01699,1
AR9630,C00007,-1
AR9630,C00315,-1
AR9630,C00027,1
AR9630,C15853,1
AR9631,C00007,-1
AR9631,C00347,-1
AR9631,C00027,1
AR9631,C11823,1
AR9632,C00007,-1
AR9632,C00376,-1
AR9632,C00027,1
AR9632,C05918,1
AR9633,C00007,-1
AR9633,C00400,-1
AR9633,C00027,1
AR9633,C03039,1
AR9634,C00007,-1
AR9634,C00408,-1
AR9634,C00027,1
AR9634,C04092,1
AR9635,C00007,-1
AR9635,C00408,-1
AR9635,C00027,1
AR9635,C00450,1
AR9636,C00007,-1
AR9636,C00408,-1
AR9636,C00027,1
AR9636,C08268,1
AR9637,C00007,-1
AR9637,C00639,-1
AR9637,C00027,1
AR9637,C06476,1
AR9638,C00007,-1
AR9638,C01013,-1
AR9638,C00027,1
AR9638,C12069,1
AR9639,C00007,-1
AR9639,C00322,-1
AR9639,C00027,1
AR9639,C03453,1
AR9640,C00007,-1
AR9640,C00523,-1
AR9640,C00027,1
AR9640,C01227,1
AR9641,C00007,-1
AR9641,C00712,-1
AR9641,C00027,1
AR9641,C04056,1
AR9642,C00007,-1
AR9642,C00712,-1
AR9642,C00027,1
AR9642,C01595,1
AR9643,C00007,-1
AR9643,C00778,-1
AR9643,C00027,1
AR9643,C05920,1
AR9644,C00007,-1
AR9644,C00836,-1
AR9644,C00027,1
AR9644,C00319,1
AR9645,C00007,-1
AR9645,C00843,-1
AR9645,C00027,1
AR9645,C09885,1
AR9646,C00007,-1
AR9646,C00846,-1
AR9646,C00027,1
AR9646,C02222,1
AR9647,C00007,-1
AR9647,C00148,-1
AR9647,C00027,1
AR9647,C03564,1
AR9648,C00007,-1
AR9648,C00148,-1
AR9648,C00027,1
AR9648,C03912,1
AR9649,C00007,-1
AR9649,C00149,-1
AR9649,C00027,1
AR9649,C03981,1
AR9650,C00007,-1
AR9650,C00489,-1
AR9650,C00027,1
AR9650,C02214,1
AR9651,C00007,-1
AR9651,C00674,-1
AR9651,C00027,1
AR9651,C00280,1
AR9652,C00007,-1
AR9652,C00674,-1
AR9652,C00027,1
AR9652,C20252,1
AR9653,C00007,-1
AR9653,C00751,-1
AR9653,C00027,1
AR9653,C16144,1
AR9654,C00007,-1
AR9654,C00951,-1
AR9654,C00027,1
AR9654,C14485,1
AR9655,C00007,-1
AR9655,C00951,-1
AR9655,C00027,1
AR9655,C14590,1
AR9656,C00007,-1
AR9656,C00959,-1
AR9656,C00027,1
AR9656,C05954,1
AR9657,C00007,-1
AR9657,C01090,-1
AR9657,C00027,1
AR9657,C14631,1
AR9658,C00007,-1
AR9658,C01753,-1
AR9658,C00027,1
AR9658,C05442,1
AR9659,C00007,-1
AR9659,C01753,-1
AR9659,C00027,1
AR9659,C08817,1
AR9660,C00007,-1
AR9660,C01770,-1
AR9660,C00027,1
AR9660,C17601,1
AR9661,C00007,-1
AR9661,C01770,-1
AR9661,C00027,1
AR9661,C17602,1
AR9662,C00007,-1
AR9662,C00908,-1
AR9662,C00027,1
AR9662,C00494,1
AR9663,C00007,-1
AR9663,C01986,-1
AR9663,C00027,1
AR9663,C15335,1
AR9664,C00007,-1
AR9664,C02029,-1
AR9664,C00027,1
AR9664,C00371,1
AR9665,C00007,-1
AR9665,C01015,-1
AR9665,C00027,1
AR9665,C04282,1
AR9666,C00007,-1
AR9666,C01015,-1
AR9666,C00027,1
AR9666,C04281,1
AR9667,C00007,-1
AR9667,C01120,-1
AR9667,C00027,1
AR9667,C06124,1
AR9668,C00007,-1
AR9668,C01744,-1
AR9668,C00027,1
AR9668,C00811,1
AR9669,C00007,-1
AR9669,C01746,-1
AR9669,C00027,1
AR9669,C06181,1
AR9670,C00007,-1
AR9670,C01181,-1
AR9670,C00027,1
AR9670,C04114,1
AR9671,C00007,-1
AR9671,C01604,-1
AR9671,C00027,1
AR9671,C16406,1
AR9672,C00007,-1
AR9672,C01709,-1
AR9672,C00027,1
AR9672,C10038,1
AR9673,C00007,-1
AR9673,C01198,-1
AR9673,C00027,1
AR9673,C01772,1
AR9674,C00007,-1
AR9674,C01203,-1
AR9674,C00027,1
AR9674,C16160,1
AR9675,C00007,-1
AR9675,C01217,-1
AR9675,C00027,1
AR9675,C05927,1
AR9676,C00007,-1
AR9676,C01953,-1
AR9676,C00027,1
AR9676,C06392,1
AR9677,C00007,-1
AR9677,C02261,-1
AR9677,C00027,1
AR9677,C17234,1
AR9678,C00007,-1
AR9678,C02274,-1
AR9678,C00027,1
AR9678,C05851,1
AR9679,C00007,-1
AR9679,C01282,-1
AR9679,C00027,1
AR9679,C04636,1
AR9680,C00007,-1
AR9680,C01693,-1
AR9680,C00027,1
AR9680,C17938,1
AR9681,C00007,-1
AR9681,C01832,-1
AR9681,C00027,1
AR9681,C02944,1
AR9682,C00007,-1
AR9682,C01412,-1
AR9682,C00027,1
AR9682,C19377,1
AR9683,C00007,-1
AR9683,C01876,-1
AR9683,C00027,1
AR9683,C02941,1
AR9684,C00007,-1
AR9684,C01876,-1
AR9684,C00027,1
AR9684,C01034,1
AR9685,C00007,-1
AR9685,C01876,-1
AR9685,C00027,1
AR9685,C00619,1
AR9686,C00007,-1
AR9686,C02249,-1
AR9686,C00027,1
AR9686,C16165,1
AR9687,C00007,-1
AR9687,C01802,-1
AR9687,C00027,1
AR9687,C05107,1
AR9688,C00007,-1
AR9688,C02035,-1
AR9688,C00027,1
AR9688,C11871,1
AR9689,C00007,-1
AR9689,C02041,-1
AR9689,C00027,1
AR9689,C20947,1
AR9690,C00007,-1
AR9690,C02041,-1
AR9690,C00027,1
AR9690,C16530,1
AR9691,C00007,-1
AR9691,C01789,-1
AR9691,C00027,1
AR9691,C08813,1
AR9692,C00007,-1
AR9692,C02953,-1
AR9692,C00027,1
AR9692,C06313,1
AR9693,C00007,-1
AR9693,C02593,-1
AR9693,C00027,1
AR9693,C06736,1
AR9694,C00007,-1
AR9694,C02642,-1
AR9694,C00027,1
AR9694,C20254,1
AR9695,C00007,-1
AR9695,C02678,-1
AR9695,C00027,1
AR9695,C16308,1
AR9696,C00007,-1
AR9696,C02050,-1
AR9696,C00027,1
AR9696,C03035,1
AR9697,C00007,-1
AR9697,C02050,-1
AR9697,C00027,1
AR9697,C16162,1
AR9698,C00007,-1
AR9698,C02538,-1
AR9698,C00027,1
AR9698,C13416,1
AR9699,C00007,-1
AR9699,C02379,-1
AR9699,C00027,1
AR9699,C03830,1
AR9700,C00007,-1
AR9700,C02771,-1
AR9700,C00027,1
AR9700,C02206,1
AR9701,C00007,-1
AR9701,C02821,-1
AR9701,C00027,1
AR9701,C08180,1
AR9702,C00007,-1
AR9702,C02934,-1
AR9702,C00027,1
AR9702,C06121,1
AR9703,C00007,-1
AR9703,C02939,-1
AR9703,C00027,1
AR9703,C03069,1
AR9704,C00007,-1
AR9704,C02944,-1
AR9704,C00027,1
AR9704,C05280,1
AR9705,C00007,-1
AR9705,C02945,-1
AR9705,C00027,1
AR9705,C03836,1
AR9706,C00007,-1
AR9706,C03035,-1
AR9706,C00027,1
AR9706,C16163,1
AR9707,C00007,-1
AR9707,C03051,-1
AR9707,C00027,1
AR9707,C04295,1
AR9708,C00007,-1
AR9708,C03051,-1
AR9708,C00027,1
AR9708,C14210,1
AR9709,C00007,-1
AR9709,C03091,-1
AR9709,C00027,1
AR9709,C00599,1
AR9710,C00007,-1
AR9710,C03221,-1
AR9710,C00027,1
AR9710,C05279,1
AR9711,C00007,-1
AR9711,C03242,-1
AR9711,C00027,1
AR9711,C00219,1
AR9712,C00007,-1
AR9712,C03527,-1
AR9712,C00027,1
AR9712,C12287,1
AR9713,C00007,-1
AR9713,C03588,-1
AR9713,C00027,1
AR9713,C00762,1
AR9714,C00007,-1
AR9714,C03595,-1
AR9714,C00027,1
AR9714,C02249,1
AR9715,C00007,-1
AR9715,C03595,-1
AR9715,C00027,1
AR9715,C16164,1
AR9716,C00007,-1
AR9716,C03631,-1
AR9716,C00027,1
AR9716,C03873,1
AR9717,C00007,-1
AR9717,C03672,-1
AR9717,C00027,1
AR9717,C05350,1
AR9718,C00007,-1
AR9718,C03681,-1
AR9718,C00027,1
AR9718,C15260,1
AR9719,C00007,-1
AR9719,C03681,-1
AR9719,C00027,1
AR9719,C00410,1
AR9720,C00007,-1
AR9720,C03685,-1
AR9720,C00027,1
AR9720,C16466,1
AR9721,C00007,-1
AR9721,C03805,-1
AR9721,C00027,1
AR9721,C03630,1
AR9722,C00007,-1
AR9722,C03845,-1
AR9722,C00027,1
AR9722,C05437,1
AR9723,C00007,-1
AR9723,C03858,-1
AR9723,C00027,1
AR9723,C01747,1
AR9724,C00007,-1
AR9724,C03901,-1
AR9724,C00027,1
AR9724,C04445,1
AR9725,C00007,-1
AR9725,C03916,-1
AR9725,C00027,1
AR9725,C04100,1
AR9726,C00007,-1
AR9726,C03917,-1
AR9726,C00027,1
AR9726,C15377,1
AR9727,C00007,-1
AR9727,C03917,-1
AR9727,C00027,1
AR9727,C00535,1
AR9728,C00007,-1
AR9728,C03944,-1
AR9728,C00027,1
AR9728,C03686,1
AR9729,C00007,-1
AR9729,C03963,-1
AR9729,C00027,1
AR9729,C08898,1
AR9730,C00007,-1
AR9730,C03972,-1
AR9730,C00027,1
AR9730,C03340,1
AR9731,C00007,-1
AR9731,C04002,-1
AR9731,C00027,1
AR9731,C01163,1
AR9732,C00007,-1
AR9732,C04044,-1
AR9732,C00027,1
AR9732,C12623,1
AR9733,C00007,-1
AR9733,C04056,-1
AR9733,C00027,1
AR9733,C08315,1
AR9734,C00007,-1
AR9734,C04088,-1
AR9734,C00027,1
AR9734,C01203,1
AR9735,C00007,-1
AR9735,C04105,-1
AR9735,C00027,1
AR9735,C04431,1
AR9736,C00007,-1
AR9736,C04244,-1
AR9736,C00027,1
AR9736,C00835,1
AR9737,C00007,-1
AR9737,C04479,-1
AR9737,C00027,1
AR9737,C12624,1
AR9738,C00007,-1
AR9738,C04483,-1
AR9738,C00027,1
AR9738,C11637,1
AR9739,C00007,-1
AR9739,C04554,-1
AR9739,C00027,1
AR9739,C17335,1
AR9740,C00007,-1
AR9740,C04594,-1
AR9740,C00027,1
AR9740,C04672,1
AR9741,C00007,-1
AR9741,C04639,-1
AR9741,C00027,1
AR9741,C00105,1
AR9742,C00007,-1
AR9742,C04644,-1
AR9742,C00027,1
AR9742,C05447,1
AR9743,C00007,-1
AR9743,C04654,-1
AR9743,C00027,1
AR9743,C04707,1
AR9744,C00007,-1
AR9744,C04671,-1
AR9744,C00027,1
AR9744,C04707,1
AR9745,C00007,-1
AR9745,C04676,-1
AR9745,C00027,1
AR9745,C02197,1
AR9746,C00007,-1
AR9746,C04676,-1
AR9746,C00027,1
AR9746,C15386,1
AR9747,C00007,-1
AR9747,C04685,-1
AR9747,C00027,1
AR9747,C05953,1
AR9748,C00007,-1
AR9748,C04686,-1
AR9748,C00027,1
AR9748,C05955,1
AR9749,C00007,-1
AR9749,C04717,-1
AR9749,C00027,1
AR9749,C04785,1
AR9750,C00007,-1
AR9750,C04741,-1
AR9750,C00027,1
AR9750,C00584,1
AR9751,C00007,-1
AR9751,C04760,-1
AR9751,C00027,1
AR9751,C05460,1
AR9752,C00007,-1
AR9752,C04780,-1
AR9752,C00027,1
AR9752,C01226,1
AR9753,C00007,-1
AR9753,C04874,-1
AR9753,C00027,1
AR9753,C05926,1
AR9754,C00007,-1
AR9754,C05104,-1
AR9754,C00027,1
AR9754,C05107,1
AR9755,C00007,-1
AR9755,C05108,-1
AR9755,C00027,1
AR9755,C11455,1
AR9756,C00007,-1
AR9756,C05109,-1
AR9756,C00027,1
AR9756,C01724,1
AR9757,C00007,-1
AR9757,C05110,-1
AR9757,C00027,1
AR9757,C05103,1
AR9758,C00007,-1
AR9758,C05223,-1
AR9758,C00027,1
AR9758,C20794,1
AR9759,C00007,-1
AR9759,C05284,-1
AR9759,C00027,1
AR9759,C14587,1
AR9760,C00007,-1
AR9760,C05291,-1
AR9760,C00027,1
AR9760,C14907,1
AR9761,C00007,-1
AR9761,C05334,-1
AR9761,C00027,1
AR9761,C01470,1
AR9762,C00007,-1
AR9762,C05413,-1
AR9762,C00027,1
AR9762,C05414,1
AR9763,C00007,-1
AR9763,C05414,-1
AR9763,C00027,1
AR9763,C05430,1
AR9764,C00007,-1
AR9764,C05427,-1
AR9764,C00027,1
AR9764,C17440,1
AR9765,C00007,-1
AR9765,C05430,-1
AR9765,C00027,1
AR9765,C05431,1
AR9766,C00007,-1
AR9766,C05431,-1
AR9766,C00027,1
AR9766,C05432,1
AR9767,C00007,-1
AR9767,C05432,-1
AR9767,C00027,1
AR9767,C15867,1
AR9768,C00007,-1
AR9768,C05434,-1
AR9768,C00027,1
AR9768,C05435,1
AR9769,C00007,-1
AR9769,C05435,-1
AR9769,C00027,1
AR9769,C08613,1
AR9770,C00007,-1
AR9770,C05444,-1
AR9770,C00027,1
AR9770,C06341,1
AR9771,C00007,-1
AR9771,C05451,-1
AR9771,C00027,1
AR9771,C05455,1
AR9772,C00007,-1
AR9772,C05452,-1
AR9772,C00027,1
AR9772,C03594,1
AR9773,C00007,-1
AR9773,C05453,-1
AR9773,C00027,1
AR9773,C17339,1
AR9774,C00007,-1
AR9774,C05471,-1
AR9774,C00027,1
AR9774,C00735,1
AR9775,C00007,-1
AR9775,C05472,-1
AR9775,C00027,1
AR9775,C05489,1
AR9776,C00007,-1
AR9776,C05473,-1
AR9776,C00027,1
AR9776,C01780,1
AR9777,C00007,-1
AR9777,C05475,-1
AR9777,C00027,1
AR9777,C02140,1
AR9778,C00007,-1
AR9778,C05477,-1
AR9778,C00027,1
AR9778,C05490,1
AR9779,C00007,-1
AR9779,C05480,-1
AR9779,C00027,1
AR9779,C01953,1
AR9780,C00007,-1
AR9780,C05604,-1
AR9780,C00027,1
AR9780,C04185,1
AR9781,C00007,-1
AR9781,C05607,-1
AR9781,C00027,1
AR9781,C02763,1
AR9782,C00007,-1
AR9782,C05629,-1
AR9782,C00027,1
AR9782,C00423,1
AR9783,C00007,-1
AR9783,C05631,-1
AR9783,C00027,1
AR9783,C01514,1
AR9784,C00007,-1
AR9784,C05656,-1
AR9784,C00027,1
AR9784,C05641,1
AR9785,C00007,-1
AR9785,C05669,-1
AR9785,C00027,1
AR9785,C02231,1
AR9786,C00007,-1
AR9786,C05755,-1
AR9786,C00027,1
AR9786,C04180,1
AR9787,C00007,-1
AR9787,C05764,-1
AR9787,C00027,1
AR9787,C16520,1
AR9788,C00007,-1
AR9788,C05911,-1
AR9788,C00027,1
AR9788,C10192,1
AR9789,C00007,-1
AR9789,C05912,-1
AR9789,C00027,1
AR9789,C05913,1
AR9790,C00007,-1
AR9790,C06180,-1
AR9790,C00027,1
AR9790,C16906,1
AR9791,C00007,-1
AR9791,C06180,-1
AR9791,C00027,1
AR9791,C10126,1
AR9792,C00007,-1
AR9792,C06181,-1
AR9792,C00027,1
AR9792,C16933,1
AR9793,C00007,-1
AR9793,C06322,-1
AR9793,C00027,1
AR9793,C00512,1
AR9794,C00007,-1
AR9794,C06424,-1
AR9794,C00027,1
AR9794,C08322,1
AR9795,C00007,-1
AR9795,C06425,-1
AR9795,C00027,1
AR9795,C16526,1
AR9796,C00007,-1
AR9796,C06426,-1
AR9796,C00027,1
AR9796,C16300,1
AR9797,C00007,-1
AR9797,C06427,-1
AR9797,C00027,1
AR9797,C16300,1
AR9798,C00007,-1
AR9798,C06438,-1
AR9798,C00027,1
AR9798,C00696,1
AR9799,C00007,-1
AR9799,C06475,-1
AR9799,C00027,1
AR9799,C00639,1
AR9800,C00007,-1
AR9800,C06524,-1
AR9800,C00027,1
AR9800,C10160,1
AR9801,C00007,-1
AR9801,C06523,-1
AR9801,C00027,1
AR9801,C10138,1
AR9802,C00007,-1
AR9802,C06536,-1
AR9802,C00027,1
AR9802,C06538,1
AR9803,C00007,-1
AR9803,C06622,-1
AR9803,C00027,1
AR9803,C11930,1
AR9804,C00007,-1
AR9804,C06659,-1
AR9804,C00027,1
AR9804,C06660,1
AR9805,C00007,-1
AR9805,C06686,-1
AR9805,C00027,1
AR9805,C18838,1
AR9806,C00007,-1
AR9806,C06824,-1
AR9806,C00027,1
AR9806,C06931,1
AR9807,C00007,-1
AR9807,C17854,-1
AR9807,C00027,1
AR9807,C16924,1
AR9808,C00007,-1
AR9808,C15204,-1
AR9808,C00027,1
AR9808,C20871,1
AR9809,C00001,-1
AR9809,C00016,-1
AR9809,C06199,-1
AR9809,C00543,1
AR9809,C01352,1
AR9809,C03765,1
AR9810,C00001,-1
AR9810,C00016,-1
AR9810,C06199,-1
AR9810,C00067,1
AR9810,C01352,1
AR9810,C02442,1
AR9811,C00001,-1
AR9811,C00016,-1
AR9811,C06212,-1
AR9811,C00218,1
AR9811,C01352,1
AR9811,C05634,1
AR9812,C00001,-1
AR9812,C00016,-1
AR9812,C06212,-1
AR9812,C00067,1
AR9812,C00780,1
AR9812,C01352,1
AR9813,C00001,-1
AR9813,C00016,-1
AR9813,C06213,-1
AR9813,C00218,1
AR9813,C00637,1
AR9813,C01352,1
AR9814,C00001,-1
AR9814,C00016,-1
AR9814,C06213,-1
AR9814,C00067,1
AR9814,C00398,1
AR9814,C01352,1
AR9815,C00001,-1
AR9815,C00016,-1
AR9815,C06366,-1
AR9815,C00134,1
AR9815,C00555,1
AR9815,C01352,1
AR9816,C00001,-1
AR9816,C00016,-1
AR9816,C06383,-1
AR9816,C00086,1
AR9816,C00488,1
AR9816,C01352,1
AR9817,C00001,-1
AR9817,C00016,-1
AR9817,C06384,-1
AR9817,C00058,1
AR9817,C00086,1
AR9817,C01352,1
AR9818,C00001,-1
AR9818,C00016,-1
AR9818,C06442,-1
AR9818,C00441,1
AR9818,C01352,1
AR9818,C06244,1
AR9819,C00001,-1
AR9819,C00016,-1
AR9819,C06551,-1
AR9819,C00084,1
AR9819,C01352,1
AR9819,C06559,1
AR9820,C00001,-1
AR9820,C00016,-1
AR9820,C06556,-1
AR9820,C00084,1
AR9820,C01352,1
AR9820,C06560,1
AR9821,C00001,-1
AR9821,C00016,-1
AR9821,C06557,-1
AR9821,C00084,1
AR9821,C01352,1
AR9821,C08733,1
AR9822,C00001,-1
AR9822,C00016,-1
AR9822,C06558,-1
AR9822,C00084,1
AR9822,C01352,1
AR9822,C08734,1
AR9823,C00001,-1
AR9823,C00016,-1
AR9823,C06655,-1
AR9823,C00062,1
AR9823,C00222,1
AR9823,C01352,1
AR9824,C00001,-1
AR9824,C00016,-1
AR9824,C06746,-1
AR9824,C00601,1
AR9824,C01352,1
AR9824,C06244,1
AR9825,C00001,-1
AR9825,C00016,-1
AR9825,C06771,-1
AR9825,C00266,1
AR9825,C01352,1
AR9825,C06772,1
AR9826,C00001,-1
AR9826,C00016,-1
AR9826,C06772,-1
AR9826,C00189,1
AR9826,C00266,1
AR9826,C01352,1
AR9827,C00001,-1
AR9827,C00016,-1
AR9827,C06783,-1
AR9827,C00067,1
AR9827,C01352,1
AR9827,C06785,1
AR9828,C00001,-1
AR9828,C00016,-1
AR9828,C06784,-1
AR9828,C00067,1
AR9828,C01352,1
AR9828,C06786,1
AR9829,C00001,-1
AR9829,C00016,-1
AR9829,C06824,-1
AR9829,C00067,1
AR9829,C01352,1
AR9829,C07274,1
AR9830,C00001,-1
AR9830,C00016,-1
AR9830,C06933,-1
AR9830,C01352,1
AR9830,C06754,1
AR9830,C16550,1
AR9831,C00001,-1
AR9831,C00016,-1
AR9831,C06936,-1
AR9831,C00067,1
AR9831,C01352,1
AR9831,C16250,1
AR9832,C00001,-1
AR9832,C00016,-1
AR9832,C07029,-1
AR9832,C00067,1
AR9832,C01352,1
AR9832,C07028,1
AR9833,C00001,-1
AR9833,C00016,-1
AR9833,C07030,-1
AR9833,C00067,1
AR9833,C01352,1
AR9833,C07029,1
AR9834,C00001,-1
AR9834,C00016,-1
AR9834,C07047,-1
AR9834,C01352,1
AR9834,C06754,1
AR9834,C16555,1
AR9835,C00001,-1
AR9835,C00016,-1
AR9835,C07049,-1
AR9835,C00067,1
AR9835,C01352,1
AR9835,C06943,1
AR9836,C00001,-1
AR9836,C00016,-1
AR9836,C07056,-1
AR9836,C01352,1
AR9836,C05577,1
AR9836,C06748,1
AR9837,C00001,-1
AR9837,C00016,-1
AR9837,C07073,-1
AR9837,C00084,1
AR9837,C01352,1
AR9837,C16561,1
AR9838,C00001,-1
AR9838,C00016,-1
AR9838,C07108,-1
AR9838,C00067,1
AR9838,C01352,1
AR9838,C16546,1
AR9839,C00001,-1
AR9839,C00016,-1
AR9839,C07115,-1
AR9839,C00067,1
AR9839,C01352,1
AR9839,C16552,1
AR9840,C00001,-1
AR9840,C00016,-1
AR9840,C07164,-1
AR9840,C00067,1
AR9840,C01352,1
AR9840,C07514,1
AR9841,C00001,-1
AR9841,C00016,-1
AR9841,C07218,-1
AR9841,C00067,1
AR9841,C01352,1
AR9841,C18056,1
AR9842,C00001,-1
AR9842,C00016,-1
AR9842,C07245,-1
AR9842,C01352,1
AR9842,C05985,1
AR9842,C07164,1
AR9843,C00001,-1
AR9843,C00016,-1
AR9843,C07245,-1
AR9843,C00067,1
AR9843,C01352,1
AR9843,C15476,1
AR9844,C00001,-1
AR9844,C00016,-1
AR9844,C07282,-1
AR9844,C00555,1
AR9844,C01352,1
AR9844,C02188,1
AR9845,C00001,-1
AR9845,C00016,-1
AR9845,C07430,-1
AR9845,C00601,1
AR9845,C01352,1
AR9845,C05361,1
AR9846,C00001,-1
AR9846,C00016,-1
AR9846,C07453,-1
AR9846,C00218,1
AR9846,C01352,1
AR9846,C04043,1
AR9847,C00001,-1
AR9847,C00016,-1
AR9847,C07453,-1
AR9847,C00067,1
AR9847,C01352,1
AR9847,C03758,1
AR9848,C00001,-1
AR9848,C00016,-1
AR9848,C07454,-1
AR9848,C01352,1
AR9848,C05130,1
AR9848,C17349,1
AR9849,C00001,-1
AR9849,C00016,-1
AR9849,C07538,-1
AR9849,C00193,1
AR9849,C01352,1
AR9849,C07164,1
AR9850,C00001,-1
AR9850,C00016,-1
AR9850,C07572,-1
AR9850,C00543,1
AR9850,C01352,1
AR9850,C16612,1
AR9851,C00001,-1
AR9851,C00016,-1
AR9851,C07572,-1
AR9851,C00067,1
AR9851,C01352,1
AR9851,C16608,1
AR9852,C00001,-1
AR9852,C00016,-1
AR9852,C07651,-1
AR9852,C01352,1
AR9852,C01678,1
AR9852,C05665,1
AR9853,C00001,-1
AR9853,C00016,-1
AR9853,C07656,-1
AR9853,C00067,1
AR9853,C01352,1
AR9853,C02033,1
AR9854,C00001,-1
AR9854,C00016,-1
AR9854,C07657,-1
AR9854,C00084,1
AR9854,C00494,1
AR9854,C01352,1
