rn,delta_G,delta_G_error
AR19560,-119.57700000000001,0.6357079999999999
AR19561,-123.23700000000001,0.55887
AR19562,-123.23700000000001,0.5897789999999999
AR19563,-119.57700000000001,0.59646
AR19564,-119.57700000000001,0.596043
AR19565,-139.11700000000002,0.571743
AR19566,-106.477,0.169837
AR19567,-121.117,0.282057
AR19568,-123.027,0.399493
AR19569,-118.167,0.6193420000000001
AR19570,-118.167,0.618988
AR19571,-118.167,0.635066
AR19572,-118.167,0.634822
AR19573,-102.367,0.676048
AR19574,-118.167,0.621737
AR19575,-118.167,0.62948
AR19576,-118.167,0.6364920000000001
AR19577,-118.167,0.6497850000000001
AR19578,-104.227,0.44407399999999997
AR19579,-118.167,0.527882
AR19580,-118.167,0.642572
AR19582,-110.917,0.418254
AR19583,-121.417,0.977248
AR19584,-121.417,1.29945
AR19585,-100.54700000000001,1.09655
AR19586,-123.23700000000001,0.661964
AR19587,-119.57700000000001,0.65727
AR19588,-123.23700000000001,0.653247
AR19589,-119.57700000000001,0.656602
AR19590,-118.167,0.628043
AR19591,-118.167,0.626838
AR19593,-110.917,1.22004
AR19595,-118.167,0.632509
AR19596,-118.167,0.6373989999999999
AR19597,-139.11700000000002,0.48511000000000004
AR19598,-118.167,0.642314
AR19599,-118.167,0.608161
AR19600,-102.367,0.6708069999999999
AR19601,-104.227,0.48597799999999997
AR19602,-121.417,0.892843
AR19603,-123.027,0.521142
AR19604,-104.227,0.15105
AR19605,-118.167,0.66452
AR19606,-139.11700000000002,1.58687
AR19607,-119.57700000000001,0.608725
AR19612,-139.11700000000002,0.320395
AR19613,-118.167,0.6872119999999999
AR19614,-140.657,0.645528
AR19615,-110.917,0.45109899999999997
AR19616,-123.15700000000001,0.657983
AR19617,-123.23700000000001,0.563439
AR19618,-119.57700000000001,0.581295
AR19619,-119.57700000000001,0.605644
AR19620,-119.57700000000001,0.6262479999999999
AR19622,-119.57700000000001,0.5813050000000001
AR19623,-123.23700000000001,0.6053649999999999
AR19624,-107.667,0.64488
AR19625,-118.167,0.655154
AR19629,-121.417,0.797549
AR19630,-121.417,0.791826
AR19631,-121.417,0.78968
AR19632,-102.367,0.657718
AR19633,-119.57700000000001,0.648824
AR19634,-106.131,2.04434
AR19635,-108.691,0.65149
AR19636,-122.23700000000001,0.465975
AR19637,-100.54700000000001,1.13563
AR19638,-124.56700000000001,0.654022
AR19639,-110.917,0.47834799999999994
AR19641,-123.23700000000001,0.594472
AR19642,-119.57700000000001,0.565231
AR19643,-118.167,0.6343409999999999
AR19644,-100.897,0.579864
AR19646,-120.697,0.281017
AR19647,-124.12700000000001,0.6376109999999999
AR19648,-102.367,0.5758800000000001
AR19649,-103.56700000000001,0.158719
AR19650,-103.56700000000001,0.276329
AR19651,-103.56700000000001,0.42581800000000003
AR19653,-104.227,0.477412
AR19654,-107.667,0.596222
AR19655,-104.227,0.480022
AR19656,-110.82700000000001,0.592792
AR19657,-110.917,0.324625
AR19660,-123.027,0.308639
AR19661,-103.56700000000001,0.980036
AR19663,-115.417,0.864683
AR19664,-115.417,0.369357
AR19665,-115.417,0.349982
AR19667,-123.027,0.514914
AR19669,-111.09100000000001,0.673385
AR19671,-121.417,0.200008
AR19672,-118.167,0.581713
AR19676,-118.167,0.642303
AR19678,-123.027,0.24239899999999998
AR19680,-124.12700000000001,0.6639649999999999
AR19681,-124.12700000000001,0.606213
AR19683,-103.56700000000001,0.388391
AR19684,-111.257,0.471116
AR19685,-120.12700000000001,0.472229
AR19687,-103.56700000000001,0.674534
AR19688,-120.697,0.498175
AR19698,-123.15700000000001,0.5816720000000001
AR19699,-123.027,0.51977
AR19700,-103.56700000000001,0.16214
AR19701,-120.697,0.386021
AR19702,-102.917,0.634278
AR19704,-102.367,0.643033
AR19706,-102.367,0.658335
AR19707,-103.56700000000001,1.2465899999999999
AR19708,-118.167,0.620175
AR19709,-102.367,0.6483770000000001
AR19710,-102.367,0.6066199999999999
AR19711,-104.227,0.6673180000000001
AR19712,-102.367,0.6394310000000001
AR19713,-118.167,0.6787569999999999
AR19714,-118.167,0.673736
AR19715,-118.167,0.6766479999999999
AR19716,-118.167,0.6766479999999999
AR19717,-118.167,0.642338
AR19718,-118.167,0.642338
AR19719,-118.167,0.6584760000000001
AR19720,-118.167,0.646068
AR19722,-111.257,0.582019
AR19723,-110.82700000000001,0.577088
AR19795,-81.3867,0.035579900000000005
AR19796,-79.5867,0.0132893
AR19797,-81.3867,0.0133115
AR19798,-81.0067,0.0320418
AR19799,-79.5867,0.00999588
AR19800,-81.3867,0.045838199999999996
AR19801,-81.3867,0.00251058
AR19802,-81.3867,0.00447444
AR19803,-81.3867,0.044506199999999996
AR19804,-81.3867,0.0356394
AR19805,-81.3867,0.0375153
AR19806,-79.5867,0.00920645
AR19807,-81.0067,0.00483401
AR19808,-81.3867,0.0353783
AR19809,-81.3867,0.035579900000000005
AR19810,-81.3867,0.0353783
AR19811,-81.3867,0.0353783
AR19812,-80.7167,0.00837933
AR19813,-79.5867,0.00803591
AR19814,-81.0067,0.00369898
AR19815,-81.3867,0.0633735
AR19817,-79.5867,0.0791048
AR19818,-81.3867,0.0704754
AR19819,-81.3867,0.0482341
AR19820,-85.0667,0.077499
AR19821,-81.3867,0.0419887
AR19822,-81.0067,0.00440267
AR19823,-81.3867,0.033402999999999995
AR19824,-81.3867,0.0356674
AR19826,-81.3867,0.0262837
AR19827,-79.5867,0.0275236
AR19828,-79.5867,0.0276764
AR19829,-79.5867,0.020091
AR19831,-79.5867,0.0317474
AR19832,-79.5867,0.0317474
AR19833,-81.3867,0.0892161
AR19834,-81.3867,0.057688699999999996
AR19838,-81.3867,0.00944507
AR19839,-79.5867,0.0180548
AR19841,-79.5867,0.104652
AR19842,-79.5867,0.0842891
AR19843,-79.5867,0.022505
AR19844,-79.5867,0.00693655
AR19845,-81.3867,0.123326
AR19847,-81.3867,0.10836099999999999
AR19848,-80.7167,0.0503909
AR19849,-81.3867,0.0716832
AR19851,-89.5367,0.819233
AR19852,-81.3867,0.0147487
AR19854,-79.5867,0.0568883
AR19855,-79.5867,0.160477
AR19856,-81.3867,0.018255599999999997
AR19857,-81.3867,0.000112102
AR19858,-81.3867,0.000112102
AR19859,-81.3867,0.011481
AR19860,-80.7167,0.0134571
AR19863,-79.5867,0.0197693
AR19864,-79.5867,0.00012104700000000001
AR19865,-83.2667,0.362191
AR19866,-81.3867,0.0444682
AR19867,-79.5867,0.039499599999999996
AR19868,-79.5867,0.034079000000000005
AR19869,-79.5867,0.034079000000000005
AR19870,-81.3867,0.05986659999999999
AR19871,-81.3867,0.05986659999999999
AR19872,-81.3867,0.0268235
AR19874,-79.5867,0.032805400000000005
AR19875,-81.3867,0.0218651
AR19876,-81.0067,0.0266111
AR19877,-79.5867,0.044007199999999996
AR19878,-89.5367,0.687752
AR19884,-81.3867,0.038001
AR19885,-85.0667,0.135278
AR19887,-81.3867,0.055335
AR19888,-81.3867,0.15078699999999998
AR19889,-81.3867,0.08070269999999999
AR19890,-81.3867,0.2259
AR19891,-81.0067,0.11341
AR19892,-79.5867,0.0757565
AR19893,-79.5867,0.0159247
AR19894,-79.5867,0.0159247
AR19895,-79.5867,0.0769179
AR19896,-81.3867,0.0450027
AR19897,-81.3867,0.06777999999999999
AR19898,-79.5867,0.0299428
AR19899,-83.2667,0.231147
AR19900,-79.5867,0.0151495
AR19901,-79.5867,0.0172578
AR19902,-79.5867,0.016983500000000002
AR19903,-81.3867,0.057233900000000004
AR19904,-79.5867,0.000944628
AR19908,-81.3867,0.032062799999999995
AR19909,-79.5867,0.045938599999999996
AR19910,-81.3867,0.0300154
AR19911,-81.3867,0.0128291
AR19912,-81.3867,0.0297478
AR19913,-81.3867,0.040030199999999995
AR19914,-81.3867,0.040030199999999995
AR19915,-81.3867,0.0464857
AR19916,-81.3867,0.038359500000000005
AR19917,-81.3867,0.038359500000000005
AR19918,-81.3867,0.0343599
AR19919,-81.3867,0.031201099999999996
AR19920,-85.0667,0.0691898
AR19930,-79.5867,0.00758189
AR19931,-81.0067,0.00146024
AR19932,-81.0067,0.021228200000000003
AR19933,-81.3867,0.00897713
AR19934,-79.5867,0.014174899999999999
AR19935,-81.0067,0.0195672
AR19936,-81.3867,0.011256700000000001
AR19937,-81.3867,0.0222233
AR19938,-81.3867,0.011481
AR19939,-81.3867,0.0209994
AR19940,-89.5367,2.7218400000000003
AR19941,-81.3867,0.00023171
AR19942,-81.3867,0.037719300000000004
AR19943,-81.3867,0.030834500000000004
AR19944,-81.3867,0.038394599999999994
AR19945,-81.3867,0.0274297
AR19946,-81.3867,0.02688
AR19951,-81.3867,0.00845613
AR19952,-89.5367,2.16684
AR19953,-81.3867,0.0029714000000000003
AR19954,-81.3867,0.0688456
AR19956,-81.3867,0.0397223
AR19957,-89.5367,2.1593
AR19958,-89.5367,0.330951
AR19959,-81.3867,0.024971900000000002
AR19960,-81.3867,0.012306200000000002
AR19961,-81.3867,0.0409338
AR19963,-81.3867,0.0422161
AR19964,-80.7167,0.0727831
AR19965,-85.0667,0.151827
AR19966,-81.3867,0.0688456
AR19968,-81.3867,0.0484227
AR19969,-81.3867,0.034576300000000004
AR19970,-81.3867,0.0371152
AR19971,-89.5367,1.04739
AR19972,-81.3867,0.116896
AR19973,-81.3867,0.07706489999999999
AR19974,-81.3867,0.00954089
AR19975,-81.3867,0.038070400000000004
AR19976,-81.3867,0.022123
AR19977,-81.0067,0.0470576
AR19978,-79.5867,0.036685
AR19979,-79.5867,0.0110463
AR19980,-81.3867,0.16733699999999999
AR19981,-81.3867,0.0057336999999999996
AR19982,-81.3867,0.0371152
AR19987,-81.3867,0.115221
AR19988,-81.3867,0.0634315
AR19991,-81.3867,0.0816711
AR19992,-81.0067,0.07308400000000001
AR19994,-81.3867,0.0983082
AR19995,-81.0067,0.06644030000000001
AR19996,-89.5367,0.6842229999999999
AR19997,-79.5867,0.0362198
AR19998,-79.5867,0.0369952
AR19999,-79.5867,0.0166362
AR20000,-79.5867,0.0386534
AR20001,-79.5867,0.0369952
AR20002,-81.3867,0.00801689
AR20003,-80.7167,0.0161017
AR20004,-81.3867,0.0149874
AR20005,-81.3867,0.0185274
AR20006,-81.3867,0.0821743
AR20007,-81.3867,0.055947000000000004
AR20008,-80.7167,0.0236691
AR20009,-81.0067,0.0153952
AR20021,-79.5867,0.08993510000000002
AR20022,-81.3867,0.00843118
AR20023,-85.0667,0.45590699999999995
AR20024,-81.0067,0.027964299999999997
AR20025,-80.7167,0.00408831
AR20026,-80.7167,0.0244198
AR20028,-79.5867,0.0243884
AR20029,-79.5867,0.00687857
AR20054,-81.3867,0.0438408
AR20055,-81.3867,0.0460176
AR20056,-81.3867,0.0283279
AR20057,-81.3867,0.0892161
AR20058,-81.3867,0.103604
AR20059,-81.3867,0.09615169999999999
AR20060,-81.3867,0.09615169999999999
AR20061,-81.3867,0.10921800000000001
AR20062,-81.3867,0.0892161
AR20068,-81.3867,0.0206624
AR20069,-81.3867,0.0206624
AR20070,-81.3867,0.0688456
AR20072,-81.3867,0.0708342
AR20073,-85.0667,0.15329700000000002
AR20076,-81.3867,0.0351335
AR20077,-81.3867,0.000497004
AR20078,-79.5867,0.021765200000000002
AR20079,-79.5867,0.017947499999999998
AR20080,-81.3867,0.13558
AR20081,-81.3867,0.103604
AR20082,-81.3867,0.06835419999999999
AR20084,-81.0067,0.00553526
AR20085,-81.3867,0.0526092
AR20086,-81.3867,0.043728199999999995
AR20087,-79.5867,0.0358225
AR20088,-81.3867,0.0505517
AR20089,-80.7167,0.0080479
AR20090,-80.7167,0.00589656
AR20091,-81.3867,0.017782299999999997
AR20092,-79.5867,0.00971368
AR20093,-79.5867,0.000436317
AR20096,-81.3867,0.06726510000000001
AR20097,-81.3867,0.06726510000000001
AR20098,-79.5867,0.0275551
AR20099,-79.5867,0.0178564
AR20101,-81.3867,0.0507377
AR20102,-81.3867,0.035593400000000004
AR20103,-81.3867,0.035593400000000004
AR20104,-81.3867,0.055316
AR20105,-81.3867,0.039956599999999995
AR20106,-80.7167,0.00382996
AR20107,-81.3867,0.054801699999999995
AR20108,-81.3867,0.057039599999999996
AR20109,-80.7167,0.0006816389999999999
AR20110,-80.7167,0.00614597
AR20111,-79.5867,0.0213794
AR20112,-79.5867,0.0142202
AR20113,-81.3867,0.05939680000000001
AR20114,-80.7167,0.020459
AR20115,-81.3867,0.057715499999999996
AR20116,-81.3867,0.0444837
AR20117,-81.3867,0.0422977
AR20118,-81.3867,0.067207
AR20119,-81.3867,0.0525327
AR20121,-81.3867,0.0527899
AR20122,-81.3867,0.0444837
AR20123,-81.3867,0.037645099999999994
AR20124,-81.3867,0.0353069
AR20125,-81.3867,0.0570576
AR20126,-81.3867,0.0570576
AR20127,-79.5867,0.00904158
AR20128,-79.5867,0.047907099999999994
AR20129,-81.3867,0.00201716
AR20130,-81.3867,0.0152984
AR20131,-79.5867,0.0611883
AR20132,-81.3867,0.0357399
AR20133,-81.3867,0.043755800000000004
AR20134,-81.3867,0.0525225
AR20135,-81.3867,0.0525225
AR20136,-81.3867,0.00449075
AR20137,-81.3867,0.0437889
AR20138,-81.3867,0.010952600000000002
AR20139,-79.5867,0.011313600000000002
AR20140,-79.5867,0.0108327
AR20141,-81.3867,0.052502999999999994
AR20142,-79.5867,0.013018200000000002
AR20143,-79.5867,0.013138200000000001
AR20144,-79.5867,0.0196488
AR20145,-81.3867,0.039772
AR20146,-79.5867,0.020340900000000002
AR20147,-79.5867,0.0180648
AR20148,-79.5867,0.0173
AR20149,-79.5867,0.0194701
AR20150,-81.3867,0.047862800000000004
AR20151,-81.3867,0.0309601
AR20152,-79.5867,0.0047396999999999995
AR20153,-84.6867,0.054414199999999996
AR20154,-84.6867,0.054127800000000004
AR20155,-81.3867,0.0051013000000000005
AR20156,-81.3867,0.0134063
AR20157,-81.3867,0.0205176
AR20158,-81.3867,0.0254886
AR20159,-81.3867,0.0130975
AR20160,-81.3867,0.0130442
AR20161,-81.3867,0.0197993
AR20162,-81.3867,0.0197993
AR20163,-81.3867,0.00970247
AR20164,-81.3867,0.0128291
AR20165,-81.3867,0.013189900000000001
AR20166,-79.5867,0.00316754
AR20167,-79.5867,0.00940414
AR20168,-79.5867,0.0132714
AR20169,-89.5367,0.643112
AR20171,-79.5867,0.00941937
AR20172,-79.5867,0.0055674
AR20173,-79.5867,0.00160466
AR20174,-79.5867,0.00470745
AR20175,-81.0067,0.00516777
AR20176,-79.5867,0.00752922
AR20177,-81.3867,0.0219986
AR20178,-81.3867,0.028606299999999998
AR20179,-79.5867,0.00585458
AR20180,-81.0067,0.021228200000000003
AR20181,-81.0067,0.00349166
AR20182,-79.5867,0.00563622
AR20183,-79.5867,0.000128804
AR20184,-79.5867,0.015264700000000003
AR20186,-81.0067,0.0926304
AR20187,-79.5867,0.0565321
AR20188,-79.5867,0.184333
AR20189,-81.0067,0.0695718
AR20190,-85.0667,0.11752
AR20192,-79.5867,0.0155535
AR20193,-81.3867,0.05424299999999999
AR20194,-89.5367,2.7547
AR20195,-81.3867,0.0372201
AR20197,-80.7167,0.00639758
AR20198,-79.5867,0.0657056
AR20210,-89.5367,1.23221
AR20211,-81.3867,0.0383793
AR20212,-81.3867,0.0383793
AR20213,-81.3867,0.0383793
AR20214,-81.3867,0.0383793
AR20215,-81.3867,0.21308400000000002
AR20216,-81.0067,0.0282228
AR20217,-81.0067,0.028183
AR20218,-85.0667,0.149125
AR20219,-81.3867,0.046148
AR20220,-81.3867,0.00447772
AR20221,-79.5867,0.0108544
AR20222,-79.5867,0.021917
AR20223,-79.5867,0.000202593
AR20224,-79.5867,0.00019288900000000002
AR20226,-81.3867,0.101452
AR20227,-89.5367,2.7217700000000002
AR20228,-81.3867,0.014331100000000001
AR20229,-89.5367,2.71751
AR20230,-81.3867,0.015940700000000002
AR20231,-81.3867,0.217196
AR20232,-81.3867,0.200775
AR20234,-81.3867,0.0334642
AR20235,-81.3867,0.0334642
AR20236,-81.3867,0.0357399
AR20237,-81.3867,0.0395673
AR20239,-81.3867,0.03636319999999999
AR20240,-81.3867,0.08327760000000001
AR20241,-81.3867,0.208564
AR20242,-81.3867,0.201473
AR20243,-81.3867,0.190638
AR20244,-81.3867,0.15267
AR20245,-81.3867,0.166401
AR20247,-81.3867,0.046500900000000005
AR20248,-81.3867,0.0356097
AR20249,-81.3867,0.0593736
AR20251,-79.5867,0.0587384
AR20252,-85.0667,0.14927100000000001
AR20253,-79.5867,0.0134865
AR20254,-79.5867,0.0668653
AR20256,-89.5367,0.43328199999999994
AR20257,-85.0667,0.182668
AR20258,-81.3867,0.0694008
AR20259,-85.0667,0.1204
AR20260,-81.3867,0.053503300000000004
AR20261,-85.0667,0.120163
AR20262,-85.0667,0.120119
AR20263,-81.3867,0.0247783
AR20264,-81.3867,0.0371182
AR20265,-79.5867,0.0712424
AR20266,-81.0067,0.0900253
AR20268,-81.3867,0.0796873
AR20269,-81.3867,0.052938900000000004
AR20270,-89.5367,2.63397
AR20271,-89.5367,2.63397
AR20272,-81.3867,0.04473680000000001
AR20274,-81.3867,0.000615834
AR20279,-81.3867,0.10565899999999999
AR20280,-81.3867,0.056648500000000004
AR20281,-79.5867,0.0295422
AR20283,-81.3867,0.0306762
AR20284,-89.5367,2.4887799999999998
AR20285,-81.3867,0.0326812
AR20286,-89.5367,2.48962
AR20289,-81.3867,0.0306888
AR20291,-81.3867,0.0167308
AR20292,-79.5867,0.0135876
AR20293,-81.3867,0.10626500000000001
AR20297,-81.3867,0.0184526
AR20299,-79.5867,0.00226617
AR20300,-83.2667,0.6017239999999999
AR20301,-79.5867,0.0139205
AR20302,-79.5867,0.00020922400000000001
AR20303,-79.5867,0.07033660000000001
AR20304,-81.3867,0.0552923
AR20305,-81.3867,0.05989540000000001
AR20306,-81.3867,0.0357399
AR20307,-80.7167,0.06729650000000001
AR20308,-79.5867,0.06380359999999999
AR20309,-79.5867,0.06380359999999999
AR20310,-79.5867,0.020589
AR20311,-79.5867,0.0424664
AR20312,-79.5867,0.027233099999999996
AR20313,-79.5867,0.020521099999999997
AR20314,-79.5867,0.0821846
AR20317,-79.5867,0.043995
AR20318,-81.3867,0.195271
AR20320,-89.5367,2.86875
AR20321,-79.5867,0.0492381
AR20323,-81.3867,0.040953300000000005
AR20325,-81.3867,0.037645099999999994
AR20326,-81.3867,0.037645099999999994
AR20327,-80.7167,0.00615821
AR20328,-80.7167,0.00615821
AR20330,-79.5867,0.0348456
AR20331,-79.5867,0.00633437
AR20333,-79.5867,0.00792075
AR20334,-81.3867,0.127795
AR20337,-79.5867,0.0125256
AR20338,-79.5867,0.0047709
AR20339,-79.5867,0.00695265
AR20340,-81.3867,0.0519045
AR20341,-79.5867,0.00476207
AR20342,-81.0067,0.0938242
AR20343,-81.3867,0.0826463
AR20344,-81.3867,0.0826463
AR20345,-79.5867,0.14405199999999999
AR20346,-79.5867,0.0477511
AR20347,-79.5867,0.019355900000000002
AR20348,-79.5867,0.0733302
AR20349,-81.3867,0.046101800000000005
AR20350,-81.0,0.00479469
AR20351,-79.5867,0.00913161
AR20352,-79.5867,0.00913161
AR20353,-81.0067,0.00479469
AR20354,-79.5867,0.154187
AR20355,-81.3867,0.0520323
AR20356,-81.3867,0.09478260000000001
AR20357,-79.5867,0.025293
AR20358,-79.5867,0.025293
AR20359,-79.5867,0.0635584
AR20360,-81.3867,0.083583
AR20361,-79.5867,0.0322251
AR20362,-79.5867,0.0322251
AR20363,-79.5867,0.0972918
AR20364,-81.3867,0.0621901
AR20365,-81.3867,0.0621901
AR20366,-81.3867,0.0621901
AR20367,-81.3867,0.057522699999999996
AR20368,-79.5867,0.023796900000000003
AR20369,-81.3867,0.0634461
AR20370,-79.5867,0.00084613
AR20372,-81.3867,0.0520751
AR20373,-81.3867,0.0576967
AR20374,-81.3867,0.05775509999999999
AR20375,-81.3867,0.085077
AR20376,-81.3867,0.0456755
AR20377,-79.5867,0.058873699999999994
AR20378,-81.3867,0.16238699999999998
AR20379,-81.0067,0.0522219
AR20380,-79.5867,0.108919
AR20381,-81.3867,0.0554254
AR20382,-81.3867,0.0554254
AR20383,-81.3867,0.0554254
AR20384,-80.7167,0.0105787
AR20385,-81.3867,0.0554254
AR20386,-79.5867,0.0228382
AR20387,-81.3867,0.20889000000000002
AR20388,-81.3867,0.20889000000000002
AR20389,-81.3867,0.08288279999999999
AR20390,-81.3867,0.0843389
AR20391,-81.3867,0.067207
AR20392,-81.0067,0.0195672
AR20393,-79.5867,0.06379
AR20394,-79.5867,0.0253276
AR20395,-79.5867,0.00107358
AR20396,-81.3867,0.0422161
AR20397,-85.0667,0.382573
AR20398,-85.0667,0.382573
AR20399,-81.3867,0.05939680000000001
AR20400,-81.3867,0.0931826
AR20401,-79.5867,0.00259327
AR20402,-81.3867,0.0531416
AR20403,-81.3867,0.0531416
AR20404,-89.5367,2.62237
AR20405,-81.3867,0.0531416
AR20406,-81.3867,0.0531416
AR20407,-81.3867,0.0531416
AR20408,-81.3867,0.057233900000000004
AR20409,-81.3867,0.17205499999999999
AR20410,-81.3867,0.055236900000000005
AR20412,-81.3867,0.0705518
AR20413,-79.5867,0.010062799999999998
AR20414,-79.5867,0.0358124
AR20415,-81.0067,0.0919331
AR20416,-81.3867,0.138152
AR20417,-81.3867,0.138152
AR20420,-79.5867,0.125165
AR20421,-79.5867,0.011126100000000002
AR20422,-81.3867,0.0834063
AR20423,-79.5867,0.0650611
AR20424,-81.3867,0.039794300000000005
AR20425,-79.5867,0.0233382
AR20426,-81.3867,0.0228231
AR20427,-81.3867,0.0457228
AR20428,-81.3867,0.0196833
AR20429,-81.3867,0.0196833
AR20430,-79.5867,0.00959363
AR20431,-79.5867,0.0009518310000000001
AR20432,-81.3867,0.15269100000000002
AR20434,-81.3867,0.0915637
AR20435,-79.5867,0.0009264610000000001
AR20436,-81.3867,0.0525327
AR20437,-81.3867,0.0525327
AR20438,-81.3867,0.00357928
AR20439,-79.5867,0.0772873
AR20440,-81.3867,0.14888099999999999
AR20441,-79.5867,0.0840554
AR20442,-79.5867,0.013449100000000002
AR20443,-79.5867,0.00169661
AR20446,-79.5867,0.06539840000000001
AR20447,-79.5867,0.0007299019999999999
