rn,delta_G,delta_G_error
AR1119,-4.76,0.191804
AR1120,-5.22,0.129853
AR1121,-6.22,0.16050699999999998
AR1122,-3.76,0.240742
AR1123,-5.22,0.16785999999999998
AR1124,-6.22,0.0526263
AR1125,-3.76,0.10241700000000001
AR1126,-2.3,0.09630880000000001
AR1127,-3.76,0.169712
AR1128,-0.75,0.0958215
AR1129,-5.22,0.09472760000000001
AR1130,-3.67,0.0894366
AR1131,-3.76,0.0783911
AR1132,-4.76,0.012843700000000001
AR1133,-5.22,0.0830532
AR1134,-6.22,0.10581600000000001
AR1135,-2.3,0.29680500000000004
AR1137,-2.3,0.0751315
AR1139,-0.75,0.137453
AR1140,-5.22,0.16944
AR1141,-2.3,0.0815428
AR1142,-8.68,0.0775777
AR1143,-3.67,0.07288919999999999
AR1144,-3.67,0.080562
AR1145,-2.21,0.087055
AR1147,-2.3,0.0780954
AR1148,-7.68,0.15642899999999998
AR1149,-3.76,0.195419
AR1150,-3.67,0.07459760000000001
AR1152,-5.22,0.198652
AR1153,-6.22,0.235198
AR1155,-3.76,0.222408
AR1156,-5.22,0.16727899999999998
AR1157,-3.67,0.0596856
AR1158,2.0,0.345736
AR1159,-3.67,0.0605489
AR1160,-5.22,0.18241300000000002
AR1161,-0.75,0.0919331
AR1163,2.0,0.3227
AR1164,-0.94,0.11617899999999999
AR1165,-4.67,0.0386902
AR1166,-3.67,0.022543200000000003
AR1167,-6.22,0.08074719999999999
AR1168,-2.3,0.0841907
AR1170,-2.21,0.0953479
AR1171,-2.3,0.172802
AR1172,-0.75,0.07953500000000001
AR1173,-0.75,0.092326
AR1174,-6.22,0.05701900000000001
AR1175,-5.22,0.0939056
AR1176,-3.67,0.0759336
AR1178,-5.22,0.167249
AR1179,-0.46,0.326212
AR1180,-3.76,0.24318800000000002
AR1181,-5.22,0.168982
AR1182,-3.76,0.24318800000000002
AR1183,-5.22,0.148927
AR1185,-2.3,0.0773943
AR1186,-2.3,0.087621
AR1187,-0.74,0.04087380000000001
AR1188,-2.3,0.087621
AR1189,-6.22,0.155823
AR1190,-0.75,0.09650189999999999
AR1191,-6.22,0.0793035
AR1192,-3.76,0.196319
AR1193,-2.3,0.09630880000000001
AR1194,-2.3,0.09630880000000001
AR1195,-6.22,0.07375860000000001
AR1196,-3.67,0.031659
AR1198,2.0,0.331841
AR1199,-2.3,0.155595
AR1200,-2.3,0.155595
AR1201,-3.76,0.0976629
AR1202,-4.67,0.0605683
AR1203,-2.3,0.00165441
AR1204,-6.22,0.113934
AR1205,2.0,0.35361
AR1206,-4.76,0.0257972
AR1207,-3.76,0.183427
AR1208,-6.22,0.11003900000000001
AR1209,-3.67,0.07288919999999999
AR1210,-2.3,0.293107
AR1211,-6.22,0.15120899999999998
AR1212,-2.3,0.0734966
AR1213,-2.3,0.0865911
AR1214,-2.3,0.0866175
AR1215,-3.76,0.21130300000000002
AR1216,-3.76,0.21130300000000002
AR1217,-5.22,0.164286
AR1218,-3.76,0.095555
AR1219,-3.76,0.017849200000000003
AR1220,-0.75,0.139951
AR1223,-6.22,0.0920319
AR1224,-2.3,0.136399
AR1225,-6.22,0.0773938
AR1226,-3.76,0.110073
AR1228,-2.3,0.087549
AR1229,-2.3,0.0873526
AR1230,-3.76,0.094737
AR1231,-3.76,0.10130700000000001
AR1232,-2.3,0.07574410000000001
AR1234,-2.3,0.0940947
AR1235,-3.76,0.09149550000000001
AR1236,-6.22,0.0945201
AR1237,-3.76,0.08968789999999999
AR1238,-6.22,0.094434
AR1240,-6.22,0.0716503
AR1242,-2.3,0.0966336
AR1243,-2.3,0.147646
AR1244,-6.22,0.09009160000000001
AR1245,-2.3,0.122018
AR1246,-3.76,0.08495180000000001
AR1247,-6.22,0.15154600000000001
AR1248,-3.67,0.0901518
AR1249,-3.76,0.09199149999999999
AR1250,-3.76,0.11721500000000001
AR1251,-2.3,0.164463
AR1252,-6.22,0.0995598
AR1257,-2.3,0.189845
AR1259,-2.21,0.081898
AR1260,-2.21,0.0774115
AR1261,-2.21,0.0774115
AR1262,-5.22,0.0946299
AR1263,-0.75,0.0754323
AR1265,-2.3,0.101105
AR1266,-2.3,0.101141
AR1267,-5.22,0.0971062
AR1268,-2.3,0.168158
AR1269,-2.3,0.104904
AR1270,-2.3,0.104904
AR1272,-7.68,0.0261769
AR1273,-3.76,0.07928289999999999
AR1274,-3.76,0.07909680000000001
AR1275,-3.76,0.0789222
AR1276,-3.76,0.0787618
AR1277,-3.76,0.07861810000000001
AR1278,-3.76,0.0784938
AR1279,-2.3,0.0625831
AR1280,-5.22,0.0889469
AR1281,-2.3,0.0841886
AR1282,-5.22,0.09125660000000001
AR1283,-2.3,0.07744839999999999
AR1284,-2.3,0.07513869999999999
AR1285,-4.76,0.06634939999999999
AR1286,-2.3,0.09386839999999999
AR1287,-2.3,0.0902192
AR1288,3.55,0.0786934
AR1289,-3.76,0.19389800000000001
AR1290,-5.22,0.0966216
AR1291,-5.22,0.0988859
AR1292,-3.76,0.0941246
AR1293,-3.76,0.0960885
AR1294,-2.3,0.102861
AR1295,-2.3,0.11172699999999999
AR1296,-2.3,0.0800974
AR1297,-2.3,0.0800974
AR1298,-2.3,0.100803
AR1299,-2.3,0.100803
AR1300,-2.3,0.105129
AR1301,-2.3,0.08440310000000001
AR1302,-2.3,0.105128
AR1303,-2.3,0.105128
AR1304,-2.3,0.08440310000000001
AR1305,-2.3,0.09409630000000001
AR1306,-3.76,0.0963438
AR1307,-2.3,0.10301099999999999
AR1308,-3.76,0.09855169999999999
AR1309,-3.76,0.0941255
AR1310,-3.76,0.0918732
AR1311,-2.3,0.0963031
AR1312,-2.3,0.07737089999999999
AR1313,-5.22,0.129478
AR1314,-5.22,0.114758
AR1315,-6.22,0.0729921
AR1316,-6.22,0.109774
AR1317,-5.22,0.112827
AR1320,-6.22,0.0699277
AR1321,-5.22,0.096738
AR1322,-0.75,0.14285
AR1323,-0.75,0.11821300000000001
AR1324,-0.75,0.144549
AR1325,-2.3,0.185106
AR1326,-2.3,0.185106
AR1327,-2.3,0.211279
AR1328,2.0,0.264384
AR1329,-5.22,0.11564
AR1330,-6.22,0.0432832
AR1331,-5.22,0.0888738
AR1332,-6.22,0.114423
AR1333,-5.22,0.11391099999999998
AR1334,-3.76,0.14437
AR1336,-5.22,0.156021
AR1337,-5.22,0.13701300000000002
AR1338,-5.22,0.0903336
AR1340,-6.22,0.107096
AR1341,-3.67,0.0765324
AR1342,-5.22,0.10169500000000001
AR1343,-2.3,0.207425
AR1344,-2.3,0.207425
AR1345,-2.3,0.178529
AR1346,-2.3,0.178529
AR1349,-3.67,0.05594169999999999
AR1350,-3.67,0.0513518
AR1351,-4.76,0.07668849999999999
AR1352,-3.67,0.0780872
AR1353,-3.67,0.062599
AR1354,0.8,0.0425796
AR1355,-3.76,0.0785343
AR1356,-3.67,0.0829757
AR1357,-0.75,0.121149
AR1358,-5.22,0.10079400000000001
AR1359,-3.67,0.054706
AR1360,9.44,0.12827
AR1361,-2.21,0.058399599999999996
AR1362,-3.67,0.054706
AR1363,-3.67,0.054706
AR1364,-2.3,0.0694581
AR1365,-2.3,0.135435
AR1366,-3.76,0.0947183
AR1367,-2.3,0.224269
AR1368,-5.22,0.10731500000000001
AR1369,9.44,0.108099
AR1370,-2.3,0.0796332
AR1371,-2.21,0.0300969
AR1372,-5.22,0.08742919999999998
AR1373,-0.75,0.0752927
AR1374,-3.76,0.25972
AR1375,-3.76,0.25972
AR1376,-6.22,0.236801
AR1377,-5.22,0.161659
AR1378,-2.3,0.0773962
AR1379,-2.3,0.0773176
AR1380,-3.76,0.0906835
AR1381,-2.21,0.0864718
AR1382,-2.3,0.174442
AR1383,-5.22,0.11361199999999999
AR1386,-2.3,0.09447989999999999
AR1387,-2.3,0.0919441
AR1388,-2.3,0.109426
AR1394,-2.3,0.178503
AR1395,-2.3,0.100472
AR1396,-2.3,0.0987812
AR1397,-2.3,0.0975789
AR1399,-2.3,0.0944919
AR1400,-2.3,0.154145
AR1403,-0.75,0.0333964
AR1404,-2.3,0.08610570000000001
AR1405,-2.3,0.0884785
AR1406,-2.3,0.0884785
AR1408,3.76,0.10241700000000001
AR1409,2.01,0.31904299999999997
AR1410,-2.01,0.31904299999999997
AR1411,2.01,0.711418
AR1412,2.01,0.31904299999999997
AR1413,3.81,0.336493
AR1414,2.01,0.278225
AR1415,2.01,0.312818
AR1416,2.01,0.312818
AR1417,3.81,0.378256
AR1418,2.01,0.711418
AR1419,2.01,0.31904299999999997
AR1420,-2.01,0.318837
AR1421,-2.01,0.318837
AR1422,-2.01,0.711212
AR1423,-2.01,0.318837
AR1424,-3.81,0.336287
AR1425,-2.01,0.278019
AR1426,-2.01,0.312612
AR1427,-2.01,0.312612
AR1428,-3.81,0.37805
AR1429,-2.01,0.711212
AR1430,-2.01,0.318837
AR1431,0.75,0.08545269999999999
AR1432,0.75,0.0945816
AR1433,0.75,0.0945429
AR1434,0.75,0.0899309
AR1435,0.75,0.10135599999999999
AR1436,0.75,0.101363
AR1437,0.75,0.0922229
AR1438,0.75,0.09220930000000001
AR1439,0.75,0.0944854
AR1440,0.75,0.0899226
AR1441,0.75,0.099067
AR1442,0.75,0.07975750000000001
AR1443,0.75,0.0707416
AR1444,0.75,0.08992489999999999
AR1445,0.75,0.0899217
AR1446,0.75,0.0899196
AR1447,0.75,0.0990568
AR1448,0.75,0.0831932
AR1449,0.75,0.0922352
AR1450,0.75,0.0854539
AR1451,0.75,0.07975750000000001
AR1452,0.75,0.0922338
AR1453,0.75,0.08775960000000001
AR1454,0.75,0.0969001
AR1455,0.75,0.101373
AR1456,0.75,0.0990914
AR1457,0.75,0.0746902
AR1458,-8.07,0.021777
AR1459,-0.75,0.08565880000000001
AR1460,-0.75,0.09478769999999999
AR1461,-0.75,0.094749
AR1462,-0.75,0.090137
AR1463,-0.75,0.101562
AR1464,-0.75,0.10157000000000001
AR1465,-0.75,0.092429
AR1466,-0.75,0.0924154
AR1467,-0.75,0.0946915
AR1468,-0.75,0.09012869999999999
AR1469,-0.75,0.09927310000000002
AR1470,-0.75,0.07996360000000001
AR1471,-0.75,0.09012780000000001
AR1472,-0.75,0.0709478
AR1473,-0.75,0.0901258
AR1474,-0.75,0.09013099999999999
AR1475,-0.75,0.08566
AR1476,-0.75,0.07996360000000001
AR1477,-0.75,0.09926289999999999
AR1478,-0.75,0.08339939999999998
AR1479,-0.75,0.0924413
AR1480,-0.75,0.09244
AR1481,-0.75,0.0879657
AR1482,-0.75,0.0971062
AR1483,-0.75,0.101579
AR1484,-0.75,0.0992975
AR1485,-0.75,0.07489630000000001
AR1486,8.07,0.021983199999999998
AR1487,2.9,0.0237447
AR1488,2.9,0.52015
AR1489,-2.9,0.52015
AR1490,2.9,0.9643229999999999
AR1491,2.9,0.9643229999999999
AR1492,2.9,0.52015
AR1493,4.7,0.481361
AR1494,2.9,0.46684799999999993
AR1495,3.57,0.292127
AR1496,14.23,0.493036
AR1497,3.57,0.32718200000000003
AR1498,2.9,0.506975
AR1499,2.9,0.5168510000000001
AR1500,1.44,0.472959
AR1501,2.9,0.9643229999999999
AR1502,1.44,0.516768
AR1503,2.9,0.52015
AR1504,1.77,0.259684
AR1505,-2.9,0.023950799999999998
AR1506,-2.9,0.519944
AR1507,-2.9,0.519944
AR1508,-2.9,0.964117
AR1509,-2.9,0.964117
AR1510,-2.9,0.519944
AR1511,-4.7,0.481155
AR1512,-2.9,0.466641
AR1513,-3.57,0.291921
AR1514,-14.23,0.49283000000000005
AR1515,-3.57,0.32697600000000004
AR1516,-2.9,0.506768
AR1517,-1.44,0.472753
AR1518,-2.9,0.516645
AR1519,-2.9,0.964117
AR1520,-1.44,0.516562
AR1521,-2.9,0.519944
AR1522,-1.77,0.25947800000000004
AR1524,-8.86,0.162376
AR1526,8.86,0.162376
AR1527,-10.67,0.48496000000000006
AR1528,-6.4,0.361085
AR1529,-6.4,0.379605
AR1530,-8.86,0.47956499999999996
AR1531,-6.4,0.386381
AR1532,-6.4,0.39589
AR1533,-6.4,0.404891
AR1534,-6.4,0.41322200000000003
AR1535,-6.4,0.420806
AR1536,-6.4,0.427625
AR1538,-6.4,0.37761100000000003
AR1539,-10.67,0.355698
AR1540,-8.52,0.217083
AR1541,-8.86,0.319723
AR1542,-8.86,0.162376
AR1543,-9.19,0.402339
AR1544,-8.21,0.400884
AR1545,-6.4,0.315521
AR1546,-8.86,0.160242
AR1547,-8.86,0.19388699999999998
AR1548,-6.4,0.275733
AR1549,-8.86,0.353145
AR1550,-4.98,0.32297600000000004
AR1551,-13.49,0.644193
AR1552,-6.4,0.361455
AR1553,-8.86,0.26051599999999997
AR1554,-6.4,0.336406
AR1555,-10.67,0.235512
AR1556,-10.67,0.320998
AR1557,-8.86,0.284171
AR1558,-10.67,0.374772
AR1559,-6.4,0.23841199999999999
AR1560,-9.19,0.40231300000000003
AR1561,-6.4,0.33938
AR1562,-6.4,0.310618
AR1563,-8.86,0.341895
AR1564,-10.67,0.36544099999999996
AR1565,-8.86,0.162376
AR1567,8.86,0.162169
AR1569,8.86,0.162169
AR1570,9.19,0.402133
AR1571,10.67,0.484754
AR1572,6.4,0.360879
AR1573,6.4,0.379399
AR1574,8.86,0.47935900000000004
AR1576,6.4,0.386175
AR1577,6.4,0.39568400000000004
AR1578,6.4,0.404684
AR1579,6.4,0.413016
AR1580,6.4,0.4206
AR1581,6.4,0.42741899999999994
AR1582,6.4,0.377405
AR1583,10.67,0.35549200000000003
AR1584,8.86,0.26031
AR1585,8.21,0.40067800000000003
AR1586,8.52,0.216877
AR1587,8.86,0.319517
AR1588,8.86,0.162169
AR1589,6.4,0.315315
AR1590,8.86,0.16003599999999998
AR1591,8.86,0.193681
AR1592,6.4,0.275527
AR1593,8.86,0.352939
AR1594,10.67,0.23530500000000001
AR1595,4.98,0.32277
AR1596,13.49,0.643987
AR1597,6.4,0.3362
AR1598,6.4,0.361249
AR1599,10.67,0.320792
AR1600,8.86,0.283965
AR1601,10.67,0.374566
AR1602,6.4,0.238206
AR1603,9.19,0.402107
AR1604,6.4,0.339174
AR1605,6.4,0.31041199999999997
AR1606,8.86,0.34168899999999996
AR1607,10.67,0.365235
AR1608,8.86,0.162169
AR1609,2.46,0.035613599999999995
AR1610,2.46,0.0362523
AR1611,14.43,0.449607
AR1612,14.43,0.492492
AR1613,17.25,0.746404
AR1614,13.78,0.7833760000000001
AR1615,12.62,0.442646
AR1616,15.97,0.7612680000000001
AR1617,12.62,0.42189
AR1618,12.62,0.50249
AR1619,12.62,0.433075
AR1620,11.2,0.40150399999999997
AR1621,12.62,0.44449700000000003
AR1623,14.43,0.5002270000000001
AR1624,12.62,0.367639
AR1625,14.43,0.477866
AR1626,12.62,0.38782
AR1627,14.43,0.477637
AR1628,14.43,0.50033
AR1629,12.62,0.391883
AR1630,14.43,0.431921
AR1631,12.62,0.48271800000000004
AR1632,14.43,0.485225
AR1633,12.62,0.46653500000000003
AR1634,14.43,0.485868
AR1635,12.62,0.42604200000000003
AR1636,14.43,0.478493
AR1637,14.43,0.49228599999999995
AR1638,12.62,0.389752
AR1639,12.62,0.426154
AR1640,12.62,0.47746000000000005
AR1641,12.62,0.44894799999999996
AR1642,12.62,0.424834
AR1645,12.62,0.486629
AR1646,14.43,0.495158
AR1647,12.6,0.486059
AR1648,12.62,0.464738
AR1649,12.62,0.413404
AR1650,12.62,0.468397
AR1651,17.25,0.746404
AR1652,12.62,0.5046430000000001
AR1653,12.62,0.506775
AR1654,12.62,0.446115
AR1655,-3.76,0.130048
AR1656,-3.76,0.130772
AR1657,-0.273,0.599371
AR1658,-0.273,0.577023
AR1659,-0.273,0.582845
AR1660,-0.273,0.597862
AR1661,-10.773,0.0814797
AR1662,-0.273,0.596054
AR1663,-0.273,0.610162
AR1665,-0.273,0.598738
AR1666,-0.273,0.590335
AR1667,-0.273,0.590184
AR1668,-0.273,0.592544
AR1669,-0.273,0.59831
AR1670,-0.273,0.595565
AR1671,-0.273,0.6164109999999999
AR1672,2.467,0.358622
AR1673,1.577,0.547706
AR1674,1.577,0.547586
AR1675,-0.273,0.613042
AR1676,1.577,0.547545
AR1677,-10.773,0.314173
AR1678,-0.273,0.604896
AR1679,1.577,0.547691
AR1680,-0.273,0.571125
AR1681,-10.773,0.024687900000000002
AR1683,-0.273,0.612351
AR1684,-0.273,0.610554
AR1685,-0.273,0.571558
AR1686,-0.273,0.590005
AR1687,1.577,0.546712
AR1688,1.577,0.54684
AR1690,-0.273,0.5971350000000001
AR1691,-10.773,0.38272
AR1692,-0.273,0.5952310000000001
AR1693,-0.273,0.612247
AR1694,-0.273,0.597811
AR1695,-0.273,0.575573
AR1697,-12.722999999999999,0.0914595
AR1698,-0.273,0.5779449999999999
AR1699,-0.273,0.579382
AR1700,-0.273,0.596298
AR1701,-0.273,0.574199
AR1702,-12.722999999999999,0.0870914
AR1703,-0.273,0.59
AR1704,-0.273,0.5955020000000001
AR1705,-0.273,0.595258
AR1706,-0.273,0.5793119999999999
AR1707,-12.722999999999999,0.0860003
AR1708,-0.273,0.594971
AR1709,-0.273,0.584622
AR1710,-0.273,0.5971350000000001
AR1711,-0.273,0.5971350000000001
AR1712,-0.273,0.5971350000000001
AR1713,-0.273,0.599577
AR1714,-0.273,0.577229
AR1715,-0.273,0.583051
AR1716,-0.273,0.598068
AR1717,-10.773,0.08168589999999999
AR1718,-0.273,0.5962609999999999
AR1719,-0.273,0.610368
AR1721,-0.273,0.5989439999999999
AR1722,-0.273,0.590541
AR1723,-0.273,0.59039
AR1724,-0.273,0.59275
AR1725,-0.273,0.5985159999999999
AR1726,-12.722999999999999,0.0916656
AR1727,-0.273,0.578151
AR1728,-0.273,0.597341
AR1729,-10.773,0.38292600000000004
AR1730,1.577,0.5477920000000001
AR1731,-0.273,0.6132479999999999
AR1732,1.577,0.547751
AR1733,-10.773,0.314379
AR1734,2.467,0.35882800000000004
AR1735,1.577,0.547912
AR1736,-0.273,0.605102
AR1737,1.577,0.5478970000000001
AR1738,-0.273,0.571331
AR1739,-10.773,0.024894
AR1740,-0.273,0.616617
AR1742,-0.273,0.612557
AR1743,-0.273,0.6107600000000001
AR1744,-0.273,0.571764
AR1745,-0.273,0.5902109999999999
AR1746,1.577,0.546918
AR1747,1.577,0.547046
AR1749,-0.273,0.595437
AR1750,-0.273,0.612453
AR1751,-0.273,0.595771
AR1752,-0.273,0.575779
AR1754,-0.273,0.598017
AR1755,-0.273,0.579588
AR1756,-0.273,0.596504
AR1757,-0.273,0.574405
AR1758,-12.722999999999999,0.0872975
AR1759,-0.273,0.590206
AR1760,-0.273,0.595708
AR1761,-0.273,0.595464
AR1762,-0.273,0.579518
AR1763,-12.722999999999999,0.0862064
AR1764,-0.273,0.5951770000000001
AR1765,-0.273,0.584828
AR1766,-0.273,0.597341
AR1767,-0.273,0.597341
AR1768,-0.273,0.597341
AR1771,4.947,0.6812010000000001
AR1772,4.947,0.697337
AR1773,4.947,0.765301
AR1774,4.947,0.7078260000000001
AR1775,4.947,0.723402
AR1776,4.947,0.701795
AR1777,4.947,0.735887
AR1778,4.947,0.703102
AR1779,4.947,0.713761
AR1780,4.947,0.710874
AR1781,4.947,0.720416
AR1782,4.947,0.690276
AR1783,4.947,0.691574
AR1786,4.947,0.704114
AR1788,4.947,0.709236
AR1789,4.947,0.7146239999999999
AR1790,4.947,0.730642
AR1791,4.947,0.697332
AR1792,4.947,0.699965
AR1793,4.947,0.7389760000000001
AR1794,-0.273,0.5954109999999999
AR1795,-0.273,0.5956229999999999
AR1796,-0.273,0.595586
AR1797,-0.273,0.593287
AR1798,-0.273,0.5936739999999999
AR1799,-0.273,0.585627
AR1800,-0.273,0.607204
AR1801,-0.273,0.5952850000000001
AR1802,-0.273,0.591908
AR1803,-0.273,0.567602
AR1804,-0.273,0.599091
AR1805,-0.273,0.5903619999999999
AR1806,-0.273,0.5910380000000001
AR1807,-0.273,0.5860390000000001
AR1808,-0.273,0.593348
AR1810,-0.273,0.576684
AR1811,-0.273,0.5903609999999999
AR1812,-0.273,0.597091
AR1813,-0.273,0.596828
AR1814,-0.273,0.584284
AR1815,-0.273,0.597875
AR1816,-0.273,0.596381
AR1817,-0.273,0.595288
AR1818,-0.273,0.608686
AR1819,-0.273,0.6033109999999999
AR1820,-0.273,0.597111
AR1821,-0.273,0.597111
AR1822,-0.273,0.597111
AR1823,-0.273,0.594104
AR1824,-0.273,0.612247
AR1826,-0.273,0.593601
AR1827,-0.273,0.600055
AR1828,-0.273,0.59638
AR1829,-0.273,0.5947180000000001
AR1830,-0.273,0.6010260000000001
AR1831,-0.273,0.5942729999999999
AR1832,-0.273,0.5923609999999999
AR1833,-0.273,0.591385
AR1834,-0.273,0.590044
AR1835,-0.273,0.591418
AR1836,-0.273,0.5914159999999999
AR1839,-0.273,0.59058
AR1840,-0.273,0.590823
AR1841,-0.273,0.590823
AR1844,-0.273,0.593708
AR1845,-0.273,0.5990409999999999
AR1846,-0.273,0.603485
AR1847,-0.273,0.5950850000000001
AR1848,-0.273,0.6801119999999999
AR1849,-0.273,0.5823
AR1850,-0.273,0.5901109999999999
AR1851,-0.273,0.5937020000000001
AR1852,-0.273,0.591461
AR1853,-0.273,0.591444
AR1854,-0.273,0.595724
AR1855,-0.273,0.592379
AR1856,-0.273,0.584655
AR1857,-0.273,0.592379
AR1858,-0.273,0.5956020000000001
AR1859,-0.273,0.594255
AR1860,-0.273,0.604374
AR1861,-0.273,0.6949380000000001
AR1862,-0.273,0.596745
AR1863,-0.273,0.578443
AR1865,-0.273,0.583313
AR1866,-0.273,0.583454
AR1867,-0.273,0.581233
AR1869,-0.273,0.578641
AR1870,-0.273,0.590306
AR1871,-0.273,0.5956229999999999
AR1872,-0.273,0.597228
AR1873,-0.273,0.6963550000000001
AR1874,-0.273,0.597765
AR1875,-0.273,0.593662
AR1876,-0.273,0.599489
AR1877,-0.273,0.590762
AR1878,-0.273,0.590777
AR1879,-0.273,0.6017979999999999
AR1880,-0.273,0.711906
AR1881,-0.273,0.594026
AR1882,-0.273,0.5849449999999999
AR1883,-0.273,0.585218
AR1884,-0.273,0.5861350000000001
AR1885,-0.273,0.59101
AR1888,-0.273,0.590983
AR1889,-0.273,0.585483
AR1890,-0.273,0.589558
AR1891,-0.273,0.612571
AR1892,-0.273,0.594186
AR1893,-0.273,0.5895560000000001
AR1896,-0.273,0.570602
AR1897,-0.273,0.575573
AR1898,-0.273,0.598167
AR1900,-0.273,0.6040770000000001
AR1901,-0.273,0.5960260000000001
AR1902,-2.463,0.5889810000000001
AR1903,-0.273,0.566873
AR1904,-0.273,0.592662
AR1905,-0.273,0.593348
AR1906,-0.273,0.5952890000000001
AR1907,-0.273,0.595964
AR1908,-0.273,0.594849
AR1909,-0.273,0.6241720000000001
AR1910,-0.273,0.5889810000000001
AR1911,-0.273,0.591704
AR1912,-0.273,0.597823
AR1913,-0.273,0.578246
AR1914,-0.273,0.618222
AR1915,-0.273,0.584284
AR1916,-0.273,0.5820609999999999
AR1917,-0.273,0.594128
AR1918,-0.273,0.577275
AR1919,-0.273,0.625951
AR1920,-0.273,0.5779449999999999
AR1921,-0.273,0.6053390000000001
AR1922,-0.273,0.598626
AR1923,-0.273,0.592691
AR1924,-0.273,0.597091
AR1925,-0.273,0.593648
AR1926,-0.273,0.617322
AR1927,-0.273,0.602092
AR1928,-0.273,0.593364
AR1929,-0.273,0.59529
AR1930,-0.273,0.5916399999999999
AR1931,-0.273,0.5743149999999999
AR1932,-0.273,0.582116
AR1933,-0.273,0.597117
AR1934,-0.273,0.5957640000000001
AR1936,-0.273,0.594499
AR1937,-0.273,0.58392
AR1938,-0.273,0.597091
AR1939,-0.273,0.604488
AR1940,-0.273,0.5938359999999999
AR1941,-0.273,0.574045
AR1942,-0.273,0.5948760000000001
AR1943,-0.273,0.593771
AR1944,-0.273,0.619784
AR1945,-0.273,0.597353
AR1946,-0.273,0.584465
AR1947,-0.273,0.595765
AR1948,-0.273,0.5788449999999999
AR1949,-0.273,0.5755060000000001
AR1950,-0.273,0.595561
AR1951,23.726999999999997,0.30759699999999995
AR1952,-0.273,0.597317
AR1953,-0.273,0.597317
AR1954,-0.273,0.59431
AR1955,-0.273,0.612453
AR1957,-0.273,0.593807
AR1958,-0.273,0.6002609999999999
AR1959,-0.273,0.596587
AR1960,-0.273,0.594924
AR1961,-0.273,0.601232
AR1962,-0.273,0.594479
AR1963,-0.273,0.592568
AR1964,-0.273,0.591592
AR1965,-0.273,0.59025
AR1966,-0.273,0.5916239999999999
AR1967,-0.273,0.591622
AR1970,-0.273,0.5907859999999999
AR1971,-0.273,0.591029
AR1972,-0.273,0.591029
AR1975,-0.273,0.593914
AR1976,-0.273,0.599247
AR1977,-0.273,0.603691
AR1978,-0.273,0.595292
AR1979,-0.273,0.680318
AR1980,-0.273,0.5825060000000001
AR1981,-0.273,0.590318
AR1982,-0.273,0.593909
AR1983,-0.273,0.591667
AR1984,-0.273,0.59165
AR1985,-0.273,0.5959300000000001
AR1986,-0.273,0.592585
AR1987,-0.273,0.584861
AR1988,-0.273,0.592585
AR1989,-0.273,0.595808
AR1990,-0.273,0.594461
AR1991,-0.273,0.60458
AR1992,-0.273,0.695144
AR1993,-0.273,0.596951
AR1994,-0.273,0.578649
AR1996,-0.273,0.583519
AR1997,-0.273,0.583661
AR1998,-0.273,0.581439
AR1999,-0.273,0.593571
AR2001,-0.273,0.578847
AR2002,-0.273,0.590512
AR2003,-0.273,0.5958289999999999
AR2004,-0.273,0.597435
AR2005,-0.273,0.696561
AR2006,-0.273,0.597971
AR2007,-0.273,0.5938680000000001
AR2008,-0.273,0.599695
AR2009,-0.273,0.590968
AR2010,-0.273,0.590983
AR2011,-0.273,0.602004
AR2012,-0.273,0.712112
AR2013,-0.273,0.594232
AR2014,-0.273,0.585151
AR2015,-0.273,0.585425
AR2016,-0.273,0.586341
AR2017,-0.273,0.591216
AR2020,-0.273,0.5911890000000001
AR2021,-0.273,0.585689
AR2022,-0.273,0.5897640000000001
AR2023,-0.273,0.6127779999999999
AR2024,-0.273,0.594392
AR2025,-0.273,0.589762
AR2027,-0.273,0.5980300000000001
AR2028,-0.273,0.58449
AR2029,-0.273,0.595496
AR2030,-0.273,0.578151
AR2031,-0.273,0.604283
AR2032,-0.273,0.596232
AR2033,-0.273,0.575779
AR2034,-0.273,0.5972970000000001
AR2035,-0.273,0.593854
AR2036,-0.273,0.593554
AR2037,-0.273,0.595055
AR2038,-0.273,0.618429
AR2039,-0.273,0.592897
AR2040,-0.273,0.626157
AR2041,-0.273,0.5988319999999999
AR2042,-0.273,0.5983729999999999
AR2043,-0.273,0.589187
AR2045,-2.463,0.589187
AR2046,-0.273,0.570808
AR2047,-0.273,0.59191
AR2048,-0.273,0.567079
AR2049,-0.273,0.577481
AR2050,-0.273,0.605545
AR2051,-0.273,0.617528
AR2052,-0.273,0.624378
AR2054,-0.273,0.59617
AR2055,-0.273,0.594334
AR2056,-0.273,0.5784520000000001
AR2057,-0.273,0.5928680000000001
AR2058,-0.273,0.602298
AR2059,-0.273,0.582267
AR2060,-0.273,0.595496
AR2061,-0.273,0.591846
AR2062,-0.273,0.574522
AR2063,-0.273,0.582322
AR2064,-0.273,0.5973229999999999
AR2065,-0.273,0.59597
AR2067,-0.273,0.594705
AR2068,-0.273,0.584126
AR2069,-0.273,0.5972970000000001
AR2070,-0.273,0.604694
AR2071,-0.273,0.594042
AR2072,-0.273,0.5742520000000001
AR2073,-0.273,0.595082
AR2074,-0.273,0.5939770000000001
AR2075,-0.273,0.6199899999999999
AR2076,-0.273,0.5975600000000001
AR2077,-0.273,0.584671
AR2078,-0.273,0.595971
AR2079,-0.273,0.579051
AR2080,-0.273,0.575712
AR2081,-0.273,0.595767
